DrugName,CID,ConnectivitySMILES,MolecularWeight,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount
Rociverine,24892842,CCN(CC)CC(C)OC(=O)C1CCCCC1(C2CCCCC2)O,339.5,4.8,49.8,1,4,8
Ubidecarenone,5281915,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,863.3,19.4,52.6,0,4,31
Mitomycin,5746,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,334.33,-0.4,147.0,3,8,4
Trioxsalen,5585,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C,228.24,3,39.4,0,3,0
Budesonide,5281004,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,430.5,2.5,93.1,2,6,4
Vintafolide,25014653,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)NNC(=O)OCCSSCC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(=O)O)NC(=O)CCC(C(=O)O)NC(=O)C1=CC=C(C=C1)NCC1=CN=C2C(=N1)C(=O)NC(=N2)N)O)O)CC)OC)C(=O)OC)O,1917.0,-6.7,768.0,23,36,44
Norethisterone,6230,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,298.4,3,37.3,1,2,1
Chromium,23976,[Cr],51.996,,0.0,0,0,0
Glycerin,753,C(C(CO)O)O,92.09,-1.8,60.7,3,3,2
Rivastigmine,77991,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,250.34,2.3,32.8,0,3,5
Givinostat,9804992,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO,421.5,3.6,90.9,3,5,9
16-Bromoepiandrosterone,71613,CC12CCC(CC1CCC3C2CCC4(C3CC(C4=O)Br)C)O,369.3,4.6,37.3,1,2,0
Cefazedone,71736,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=C(C(=O)C(=C4)Cl)Cl)SC2)C(=O)O,548.4,1.1,212.0,2,11,7
Lenabasum,3083542,CCCCCCC(C)(C)C1=CC(=C2C3CC(=CCC3C(OC2=C1)(C)C)C(=O)O)O,400.5,7,66.8,2,4,7
Rocuronium,441290,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,529.8,5,59.0,1,5,6
Lubiprostone,157920,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F,390.5,4,83.8,2,7,11
Hydrocortisone probutate,636398,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)COC(=O)CC,488.6,4.2,107.0,1,7,9
Rimexolone,5311412,CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C,370.5,3.5,54.4,1,3,2
Filanesib,44224257,CN(C(=O)N1C(SC(=N1)C2=C(C=CC(=C2)F)F)(CCCN)C3=CC=CC=C3)OC,420.5,3.3,96.5,1,7,6
MMDA,26175,CC(CC1=CC2=C(C(=C1)OC)OCO2)N,209.24,1.6,53.7,1,4,3
Setiptiline,5205,CN1CCC2=C(C1)C3=CC=CC=C3CC4=CC=CC=C24,261.4,3.3,3.2,0,1,0
Oseltamivir,65028,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,312.40,1.1,90.7,2,5,8
Pradigastat,53387035,C1CC(CCC1CC(=O)O)C2=CC=C(C=C2)C3=NC=C(C=C3)NC4=CN=C(C=C4)C(F)(F)F,455.5,5.7,75.1,2,8,6
Penciclovir,135398748,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N,253.26,-1.9,126.0,4,5,5
Namitecan,10950142,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)C=NOCCN)O,434.4,0.1,127.0,2,8,5
Cysteamine,6058,C(CS)N,77.15,-0.4,27.0,2,2,1
Hydroquinidine,91503,CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O,326.4,3.1,45.6,1,4,4
Oxybutynin,4634,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,357.5,4.2,49.8,1,4,8
Trofosfamide,65702,C1CN(P(=O)(OC1)N(CCCl)CCCl)CCCl,323.6,1.8,32.8,0,4,7
Ximelagatran,9574101,CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=NO)N,473.6,2.2,146.0,4,7,11
Idarubicin,42890,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,497.5,1.9,177.0,5,10,3
Vitamin A,445354,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,286.5,5.7,20.2,1,1,5
Resveratrol,445154,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,228.24,3.1,60.7,3,3,2
Ibrexafungerp,46871657,CC(C)C(C)C1(CCC2(C3CCC4C5(COCC4(C3=CCC2(C1C(=O)O)C)CC(C5OCC(C)(C(C)(C)C)N)N6C(=NC=N6)C7=CC=NC=C7)C)C)C,730.0,5.8,125.0,2,8,9
Triaziquone,6235,C1CN1C2=CC(=O)C(=C(C2=O)N3CC3)N4CC4,231.25,-0.1,43.2,0,5,3
Deacetylbisacodyl,69046,C1=CC=NC(=C1)C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,277.3,3.6,53.4,2,3,3
Levobunolol,39468,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O,291.4,2.4,58.6,2,4,6
Triflupromazine,5568,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,352.4,5.2,31.8,0,6,4
Homatropine methylbromide,6646,C[N+]1(C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O)C.[Br-],370.3,,46.5,1,4,4
Sarecycline,54681908,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)CN(C)OC,487.5,1.1,174.0,5,10,5
Cinnamaldehyde,637511,C1=CC=C(C=C1)C=CC=O,132.16,1.9,17.1,0,1,2
Ilorasertib,46207586,C1=CC(=CC(=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)CCO)N,488.5,3,146.0,4,7,6
Meperidine,4058,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,247.33,2.5,29.5,0,3,4
Cytarabine,6253,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,243.22,-2.1,129.0,4,5,2
Oxymorphone,5284604,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,301.34,0.8,70.0,2,5,0
Prussian blue,2724251,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2].[Fe+2].[Fe+2].[Fe+3].[Fe+3].[Fe+3].[Fe+3],859.2,,428.0,0,36,0
Ravuconazole,467825,CC(C1=NC(=CS1)C2=CC=C(C=C2)C#N)C(CN3C=NC=N3)(C4=C(C=C(C=C4)F)F)O,437.5,3.5,116.0,1,8,6
Ferric oxide,518696,O=[Fe]O[Fe]=O,159.69,,43.4,0,3,0
Cyclic adenosine monophosphate,6076,C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,329.21,-2.6,155.0,3,10,1
Rokitamycin,5282211,CCCC(=O)OC1C(OC(CC1(C)OC(=O)CC)OC2C(OC(C(C2N(C)C)O)OC3C(CC(C(C=CC=CCC(OC(=O)CC(C3OC)O)C)O)C)CC=O)C)C,828.0,3,206.0,3,16,15
Efaproxiral,122335,CC1=CC(=CC(=C1)NC(=O)CC2=CC=C(C=C2)OC(C)(C)C(=O)O)C,341.4,3.6,75.6,2,4,6
Crenolanib,10366136,CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4,443.5,3.7,78.4,1,6,5
Halazepam,31640,C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)CC(F)(F)F,352.7,4,32.7,0,5,2
Alphacetylmethadol,22308,CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C,353.5,4.3,29.5,0,3,9
Quifenadine,65600,C1CN2CCC1C(C2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,293.4,3.4,23.5,1,2,3
Troxacitabine,454194,C1C(OC(O1)CO)N2C=CC(=NC2=O)N,213.19,-1.7,97.4,2,4,2
Protocatechualdehyde,8768,C1=CC(=C(C=C1C=O)O)O,138.12,1.3,57.5,2,3,1
Zavegepant,53472683,CC1=CC(=CC2=C1NN=C2)CC(C(=O)N3CCN(CC3)C4CCN(CC4)C)NC(=O)N5CCC(CC5)C6=CC7=CC=CC=C7NC6=O,638.8,3.1,117.0,3,6,6
Atogepant,72163100,CC1C(CC(C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(CC4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=C(C=CC(=C6F)F)F,603.5,3.4,104.0,2,11,4
Combretastatin A4,5351344,COC1=C(C=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)O,316.3,3.7,57.2,1,5,6
Copper,23978,[Cu],63.55,,0.0,0,0,0
5-fluorouridine,9427,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)F,262.19,-1.7,119.0,4,7,2
Aniline,6115,C1=CC=C(C=C1)N,93.13,0.9,26.0,1,1,0
Gepefrine,219105,CC(CC1=CC(=CC=C1)O)N,151.21,1.4,46.3,2,2,2
Bismuth subsalicylate,53629521,C1=CC=C(C(=C1)C(=O)[O-])[O-].[OH-].[Bi+3],362.09,,64.2,1,4,0
Sulfamethizole,5328,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,270.3,0.5,135.0,2,7,3
Cyclohexylammonium Ion,1549093,C1CCC(CC1)[NH3+],100.18,1.5,27.6,1,0,0
Ciprofibrate,2763,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl,289.15,3.4,46.5,1,3,4
Nirmatrelvir,155903259,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,499.5,2.2,131.0,3,8,7
Sulfacetamide,5320,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,214.24,-1,97.6,2,4,2
Becocalcidiol,5289547,CCC(C)C1CCC2C1(CCCC2=CC=C3CC(C(=C)C(C3)O)O)C,344.5,4.7,40.5,2,2,3
Lavoltidine,55473,CN1C(=NC(=N1)CO)NCCCOC2=CC=CC(=C2)CN3CCCCC3,359.5,2.2,75.4,2,6,9
Ceftriaxone,5479530,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,554.6,-1.3,288.0,4,13,8
Fluperolone,56841872,CC(C(=O)C1(CCC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)O)O,392.5,1.9,94.8,3,6,2
GSK-1004723,17747460,C1CCCN(CC1)CCCOC2=CC=C(C=C2)CCCCN3CCCC3CN4C(=O)C5=CC=CC=C5C(=N4)CC6=CC=C(C=C6)Cl,641.3,8.3,48.4,0,5,14
Mephedrone,45266826,CC1=CC=C(C=C1)C(=O)C(C)NC,177.24,2,29.1,1,2,3
Metergoline,28693,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,403.5,3.8,46.5,1,3,5
Spiramycin,5284619,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C,843.1,2.1,195.0,4,16,11
Acitretin,5284513,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,326.4,6.1,46.5,1,3,6
Taurolidine,29566,C1CS(=O)(=O)NCN1CN2CCS(=O)(=O)NC2,284.4,-1.7,116.0,2,8,2
"4-Bromo-2,5-dimethoxyphenethylamine",98527,COC1=CC(=C(C=C1CCN)OC)Br,260.13,2.1,44.5,1,3,4
Ambenonium,2131,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl,537.6,5.1,58.2,2,2,14
Deoxycholic acid,222528,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,392.6,4.9,77.8,3,4,4
Roxatidine acetate,5105,CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,348.4,2.1,67.9,1,5,10
Acotiamide,5282338,CC(C)N(CCNC(=O)C1=CSC(=N1)NC(=O)C2=CC(=C(C=C2O)OC)OC)C(C)C,450.6,3.5,141.0,3,8,10
Ademetionine,34755,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,398.4,-2.8,186.0,4,10,6
Gramicidin D,45267103,CC(C)CC(C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CC5=CNC6=CC=CC=C65)C(=O)NC(CC(C)C)C(=O)NC(CC7=CNC8=CC=CC=C87)C(=O)NCCO)NC(=O)CNC(=O)C(C(C)C)NC=O,1811.2,10.9,520.0,20,16,50
Vanoxerine,3455,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,450.6,5.6,15.7,0,5,10
Brexpiprazole,11978813,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,433.6,4.7,73.1,1,5,7
"Zoledronate D,L-Lysine Monohydrate",91826755,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O.C(CCN)CC(C(=O)O)N.O,436.29,,243.0,9,13,9
KOS-1584,6918835,CC1C=CCC(=CCC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC2=CSC(=N2)C)C)C,489.7,4.7,125.0,2,7,2
Quinisocaine,6857,CCCCC1=CC2=CC=CC=C2C(=N1)OCCN(C)C,272.4,4.2,25.4,0,3,7
Thymol,6989,CC1=CC(=C(C=C1)C(C)C)O,150.22,3.3,20.2,1,1,1
Penclomedine,60203,COC1=C(C(=NC(=C1Cl)OC)C(Cl)(Cl)Cl)Cl,325.4,4,31.4,0,3,2
Butabarbital,2479,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,212.25,1.6,75.3,2,3,3
Mephenoxalone,6257,COC1=CC=CC=C1OCC2CNC(=O)O2,223.22,1.4,56.8,1,4,4
Daprodustat,91617630,C1CCC(CC1)N2C(=O)C(C(=O)N(C2=O)C3CCCCC3)C(=O)NCC(=O)O,393.4,2.5,124.0,2,6,5
Piceatannol,667639,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,244.24,2.9,80.9,4,4,2
Clorexolone,16473,C1CCC(CC1)N2CC3=CC(=C(C=C3C2=O)S(=O)(=O)N)Cl,328.8,2,88.9,1,4,2
Plitidepsin,9812534,CCC(C)C1C(CC(=O)OC(C(=O)C(C(=O)NC(C(=O)N2CCCC2C(=O)N(C(C(=O)OC(C(C(=O)N1)NC(=O)C(CC(C)C)N(C)C(=O)C3CCCN3C(=O)C(=O)C)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O,1110.3,5.7,285.0,4,15,15
Altrenogest,10041070,CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(CC=C)O,310.4,2.8,37.3,1,2,2
Magnesium orotate,3036905,C1=C(NC(=O)NC1=O)C(=O)[O-].C1=C(NC(=O)NC1=O)C(=O)[O-].[Mg+2],334.48,,197.0,4,8,0
AZD-5991,131634760,CC1=C2C(=NN1C)CSCC3=NN(C(=C3)CSC4=CC5=CC=CC=C5C(=C4)OCCCC6=C(N(C7=C6C=CC(=C27)Cl)C)C(=O)O)C,672.3,6.8,138.0,1,7,1
Tirapazamine,135413511,C1=CC=C2C(=C1)[N+](=C(N=[N+]2[O-])N)[O-],178.15,-0.3,89.8,1,4,0
Thiostrepton,16129666,CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)C(=CC)NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,1664.9,0.6,701.0,17,31,12
Annamycin,115212,CC1C(C(C(C(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)CO)O)I)O)O,640.4,2.2,191.0,6,11,4
Equilin,223368,CC12CCC3C(=CCC4=C3C=CC(=C4)O)C1CCC2=O,268.3,2.9,37.3,1,2,0
Nandrolone,9904,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34,274.4,2.6,37.3,1,2,0
Trifluoperazine,5566,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,407.5,5,35.0,0,7,4
Desoxycorticosterone pivalate,11876263,CC12CCC3C(C1CCC2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CCC34C,414.6,4.5,60.4,0,4,5
ALT-2074,130165,CC1(CN[Se]C2=CC=CC=C21)C,226.19,,12.0,1,1,0
Onapristone,5311505,CC12CC(C3=C4CCC(=O)C=C4CCC3C1CCC2(CCCO)O)C5=CC=C(C=C5)N(C)C,449.6,3.2,60.8,2,4,5
Nicotinyl alcohol,7510,C1=CC(=CN=C1)CO,109.13,0,33.1,1,2,1
Salinomycin,3085092,CCC(C1CCC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C(=O)O,751.0,5.7,161.0,4,11,12
CA4P,100154,COC1=C(C=C(C=C1)CC(C2=CC(=C(C(=C2)OC)OC)OC)O)O,334.4,2.6,77.4,2,6,7
Methylecgonine,104904,CN1C2CCC1C(C(C2)O)C(=O)OC,199.25,0.6,49.8,1,4,2
Fluocinonide,9642,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C,494.5,3.2,99.1,1,9,4
Apramycin,3081545,CNC1C(C2C(CC(C(O2)OC3C(CC(C(C3O)O)N)N)N)OC1OC4C(C(C(C(O4)CO)N)O)O)O,539.6,-7,284.0,11,16,6
Formic acid,284,C(=O)O,46.025,-0.2,37.3,1,2,0
HE3286,16739648,CC12CCC(CC1=CC(C3C2CCC4(C3CCC4(C#C)O)C)O)O,330.5,2.2,60.7,3,3,1
trans-2-hydroxycinnamic acid,637540,C1=CC=C(C(=C1)C=CC(=O)O)O,164.16,1.5,57.5,2,3,2
Chloramphenicol succinate,656580,C1=CC(=CC=C1C(C(COC(=O)CCC(=O)O)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],423.2,1.1,159.0,3,8,10
Prucalopride,3052762,COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl,367.9,2,76.8,2,5,6
Dexisometheptene mucate,76853225,CC(CCC=C(C)C)NC.CC(CCC=C(C)C)NC.C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O,492.6,,180.0,8,10,13
KRN-7000,2826713,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(C(CCCCCCCCCCCCCC)O)O,858.3,16,169.0,7,9,44
Imiquimod,57469,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,240.30,2.6,56.7,1,3,2
Difluprednate,443936,CCCC(=O)OC1(CCC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C(=O)COC(=O)C,508.5,3.4,107.0,1,9,8
Cloxazolam,2816,C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl,349.2,3.2,41.6,1,3,1
Tixocortol,162955,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CS)O)C)O,378.5,2,75.6,3,5,2
Aceprometazine,26035,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(=O)C)N(C)C,326.5,4.3,48.9,0,4,4
Sodium aurotiosulfate,161780,O.O.[O-]S(=O)(=S)[O-].[O-]S(=O)(=S)[O-].[Na+].[Na+].[Na+].[Au+],526.2,,209.0,2,10,0
Pretomanid,456199,C1C(COC2=NC(=CN21)[N+](=O)[O-])OCC3=CC=C(C=C3)OC(F)(F)F,359.26,2.8,91.3,0,9,4
Olorofim,91885568,CC1=CC(=C(N1C)C(=O)C(=O)NC2=CC=C(C=C2)N3CCN(CC3)C4=NC=C(C=N4)F)C5=CC=CC=C5,498.6,4.2,83.4,1,7,6
Reproterol,25654,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCNCC(C3=CC(=CC(=C3)O)O)O,389.4,-0.5,131.0,4,7,7
Afimoxifene,449459,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,387.5,6.8,32.7,1,3,8
Melphalan,460612,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,305.20,-0.5,66.6,2,4,8
Enviomycin,135565326,C1CNC(=NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CO)CO)NC(=O)CC(C(CCN)O)N)N,685.7,-7.4,393.0,15,13,10
Latanoprost,5311221,CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O,432.6,4.3,87.0,3,5,14
Famotidine,5702160,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,337.5,-0.6,238.0,4,8,7
Stepronin,54120,CC(C(=O)NCC(=O)O)SC(=O)C1=CC=CS1,273.3,1.7,137.0,2,6,6
Perillyl alcohol,10819,CC(=C)C1CCC(=CC1)CO,152.23,2.1,20.2,1,1,2
Ezetimibe,150311,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,409.4,4,60.8,2,5,6
Ibudilast,3671,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,230.31,3,34.4,0,2,3
Cloprostenol,5311053,C1C(C(C(C1O)C=CC(COC2=CC(=CC=C2)Cl)O)CC=CCCCC(=O)O)O,424.9,2.7,107.0,4,6,11
Duvelisib,50905713,CC(C1=CC2=C(C(=CC=C2)Cl)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,416.9,4.1,86.8,2,5,4
Dasotraline,9947999,C1CC(C2=CC=CC=C2C1C3=CC(=C(C=C3)Cl)Cl)N,292.2,4.3,26.0,1,1,1
Aniracetam,2196,COC1=CC=C(C=C1)C(=O)N2CCCC2=O,219.24,1.6,46.6,0,3,2
MLN576,9886593,CC(CN(C)C)NC(=O)C1=C2C(=CC=C1)N=C3C=CC4=C(C3=N2)C=CC=C4OC,388.5,3.6,67.4,1,5,5
Carboprost,5281075,CCCCCC(C)(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O,368.5,2.9,98.0,4,5,12
Plerixafor,65015,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,502.8,0,78.7,6,8,4
Zinc,23994,[Zn],65.4,,0.0,0,0,0
Butyrylthiocholine,20689,CCCC(=O)SCC[N+](C)(C)C,190.33,1.5,42.4,0,2,6
Lorcainide,42884,CC(C)N1CCC(CC1)N(C2=CC=C(C=C2)Cl)C(=O)CC3=CC=CC=C3,370.9,4.6,23.6,0,2,5
Cyclandelate,2893,CC1CC(CC(C1)(C)C)OC(=O)C(C2=CC=CC=C2)O,276.4,4.2,46.5,1,3,4
Unoprostone,5311236,CCCCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)O)O)O,382.5,3.7,94.8,3,5,15
Meclocycline,54676539,CN(C)C1C2C(C3C(=C)C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,476.9,0.9,182.0,6,9,2
Buthionine sulfoximine,21157,CCCCS(=N)(=O)CCC(C(=O)O)N,222.31,-0.6,113.0,3,5,7
Mafosfamide,76968809,C1COP(=O)(NC1SCCS(=O)(=O)O)N(CCCl)CCCl,401.3,0.4,130.0,2,8,9
Oxypertine,4640,CC1=C(C2=CC(=C(C=C2N1)OC)OC)CCN3CCN(CC3)C4=CC=CC=C4,379.5,4.3,40.7,1,4,6
Sultamicillin,444022,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C4C(S(=O)(=O)C5N4C(=O)C5)(C)C)C,594.7,0.7,216.0,2,11,9
Dasatinib,3062316,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,488.0,3.6,135.0,3,9,7
Anileridine,8944,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3,352.5,3.7,55.6,1,4,7
Murepavadin,91824766,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)N1)CC4=CNC5=CC=CC=C54)C(C)O)CO)C)CCN)CCN)CC6=CNC7=CC=CC=C76)CCN)CCN)CCCN)CCN,1553.8,-4.1,618.0,22,22,21
19-norandrostenedione,92834,CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34,272.4,2.5,34.1,0,2,0
Ferrous cation,27284,[Fe+2],55.84,,0.0,0,0,0
Pantothenic acid,6613,CC(C)(CO)C(C(=O)NCCC(=O)O)O,219.23,-1.1,107.0,4,5,6
Sulfametopyrazine,9047,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N,280.31,0.7,116.0,2,7,4
Enprostil,9978336,COC(=O)CCC=C=CCC1C(C(CC1=O)O)C=CC(COC2=CC=CC=C2)O,400.5,1.3,93.1,2,6,11
