drug1,drug2,pair_key
glecaprevir,teriflunomide,glecaprevir||teriflunomide
nilvadipine,urapidil,nilvadipine||urapidil
doxycycline,tubocurarine,doxycycline||tubocurarine
cefazedone,florbetapir f-18,cefazedone||florbetapir f-18
citalopram,emedastine,citalopram||emedastine
doxacurium,tolvaptan,doxacurium||tolvaptan
flurbiprofen axetil,fosinopril,flurbiprofen axetil||fosinopril
dihydromorphine,topiramate,dihydromorphine||topiramate
lomustine,phenprocoumon,lomustine||phenprocoumon
adefovir dipivoxil,cefacetrile,adefovir dipivoxil||cefacetrile
naratriptan,promethazine,naratriptan||promethazine
amphotericin b,oxazepam,amphotericin b||oxazepam
amitriptylinoxide,metoclopramide,amitriptylinoxide||metoclopramide
agomelatine,metoclopramide,agomelatine||metoclopramide
isosorbide,nefazodone,isosorbide||nefazodone
cortivazol,remogliflozin etabonate,cortivazol||remogliflozin etabonate
pyrantel,romifidine,pyrantel||romifidine
tadalafil,toloxatone,tadalafil||toloxatone
gemigliptin,quinaprilat,gemigliptin||quinaprilat
grepafloxacin,metformin,grepafloxacin||metformin
benserazide,cetirizine,benserazide||cetirizine
orvepitant,vinbarbital,orvepitant||vinbarbital
phenprocoumon,thioridazine,phenprocoumon||thioridazine
cerlapirdine,eperisone,cerlapirdine||eperisone
chlorpromazine,phenylbutyric acid,chlorpromazine||phenylbutyric acid
mometasone furoate,riociguat,mometasone furoate||riociguat
cefoxitin,mangafodipir,cefoxitin||mangafodipir
amodiaquine,buprenorphine,amodiaquine||buprenorphine
glimepiride,levonorgestrel,glimepiride||levonorgestrel
kebuzone,trichloroethylene,kebuzone||trichloroethylene
bedaquiline,lofexidine,bedaquiline||lofexidine
amiloride,loperamide,amiloride||loperamide
enasidenib,sitafloxacin,enasidenib||sitafloxacin
clevidipine,oxidronic acid,clevidipine||oxidronic acid
cefdinir,pirprofen,cefdinir||pirprofen
amprenavir,mifepristone,amprenavir||mifepristone
topotecan,toremifene,topotecan||toremifene
bromazepam,guacetisal,bromazepam||guacetisal
adefovir,formestane,adefovir||formestane
brequinar,difluocortolone,brequinar||difluocortolone
"4-bromo-2,5-dimethoxyamphetamine",angiotensin 1-7,"4-bromo-2,5-dimethoxyamphetamine||angiotensin 1-7"
alminoprofen,thioproperazine,alminoprofen||thioproperazine
carisoprodol,rucaparib,carisoprodol||rucaparib
fostamatinib,indoramin,fostamatinib||indoramin
ketoconazole,liothyronine,ketoconazole||liothyronine
bamifylline,dipivefrin,bamifylline||dipivefrin
benzocaine,dexfenfluramine,benzocaine||dexfenfluramine
nadolol,norepinephrine,nadolol||norepinephrine
finerenone,pyrantel,finerenone||pyrantel
iodixanol,meloxicam,iodixanol||meloxicam
amodiaquine,estradiol valerate,amodiaquine||estradiol valerate
chlorpropamide,gentamicin c1a,chlorpropamide||gentamicin c1a
grepafloxacin,troleandomycin,grepafloxacin||troleandomycin
methotrimeprazine,prx-08066,methotrimeprazine||prx-08066
clorindione,prednisolone hemisuccinate,clorindione||prednisolone hemisuccinate
tadalafil,zofenopril,tadalafil||zofenopril
benactyzine,deudextromethorphan,benactyzine||deudextromethorphan
erdafitinib,stiripentol,erdafitinib||stiripentol
lofexidine,oxitriptan,lofexidine||oxitriptan
capsaicin,spectinomycin,capsaicin||spectinomycin
febarbamate,lormetazepam,febarbamate||lormetazepam
patent blue,pralatrexate,patent blue||pralatrexate
"5-methoxy-n,n-dimethyltryptamine",mmda,"5-methoxy-n,n-dimethyltryptamine||mmda"
pentobarbital,vindesine,pentobarbital||vindesine
barbital,mepindolol,barbital||mepindolol
phendimetrazine,reproterol,phendimetrazine||reproterol
d-levofloxacin,rosiglitazone,d-levofloxacin||rosiglitazone
eravacycline,ketoconazole,eravacycline||ketoconazole
phenobarbital,testosterone cypionate,phenobarbital||testosterone cypionate
agmatine,lonazolac,agmatine||lonazolac
estradiol cypionate,vadadustat,estradiol cypionate||vadadustat
calcitriol,ziprasidone,calcitriol||ziprasidone
"1-benzyl-4-[(5,6-dimethoxy-1-indanon-2-yl)methyl]piperidine",dexniguldipine,"1-benzyl-4-[(5,6-dimethoxy-1-indanon-2-yl)methyl]piperidine||dexniguldipine"
amiodarone,indisulam,amiodarone||indisulam
hexobarbital,trihexyphenidyl,hexobarbital||trihexyphenidyl
carisbamate,desogestrel,carisbamate||desogestrel
adefovir,indobufen,adefovir||indobufen
omapatrilat,remikiren,omapatrilat||remikiren
remoxipride,rucaparib,remoxipride||rucaparib
etravirine,vinflunine,etravirine||vinflunine
alprazolam,gemcitabine,alprazolam||gemcitabine
(s)-econazole,finerenone,(s)-econazole||finerenone
fosfomycin,tiopronin,fosfomycin||tiopronin
acetylamino-acetic acid,vabicaserin,acetylamino-acetic acid||vabicaserin
7-((carboxy(4-hydroxyphenyl)acetyl)amino)-7-methoxy-(3-((1-methyl-1h-tetrazol-5-yl)thio)methyl)-8-oxo-5-oxa-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,testosterone undecanoate,7-((carboxy(4-hydroxyphenyl)acetyl)amino)-7-methoxy-(3-((1-methyl-1h-tetrazol-5-yl)thio)methyl)-8-oxo-5-oxa-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid||testosterone undecanoate
pivhydrazine,proxibarbal,pivhydrazine||proxibarbal
chlorpromazine,repotrectinib,chlorpromazine||repotrectinib
firocoxib,opipramol,firocoxib||opipramol
lasmiditan,romifidine,lasmiditan||romifidine
benzylpenicillin,tiludronic acid,benzylpenicillin||tiludronic acid
fosinopril,meloxicam,fosinopril||meloxicam
posaconazole,sitafloxacin,posaconazole||sitafloxacin
dimenhydrinate,methacholine,dimenhydrinate||methacholine
"7,9-dimethylguanine",sagopilone,"7,9-dimethylguanine||sagopilone"
oxyphenbutazone,tegafur,oxyphenbutazone||tegafur
almasilate,aluminium nicotinate,almasilate||aluminium nicotinate
pf-00610355,sulindac,pf-00610355||sulindac
butabarbital,hexafluronium,butabarbital||hexafluronium
1-deoxymannojirimycin,chloride ion,1-deoxymannojirimycin||chloride ion
cangrelor,cefaclor,cangrelor||cefaclor
fluprednisolone,lanatoside c,fluprednisolone||lanatoside c
acetaminophen,metronidazole,acetaminophen||metronidazole
fluphenazine,tasimelteon,fluphenazine||tasimelteon
amoxicillin,lamotrigine,amoxicillin||lamotrigine
diclofenac,prenylamine,diclofenac||prenylamine
adinazolam,trimethobenzamide,adinazolam||trimethobenzamide
celiprolol,rolapitant,celiprolol||rolapitant
glycochenodeoxycholic acid,ximelagatran,glycochenodeoxycholic acid||ximelagatran
bosutinib,elacestrant,bosutinib||elacestrant
budesonide,ropivacaine,budesonide||ropivacaine
methoxsalen,tenofovir disoproxil,methoxsalen||tenofovir disoproxil
ditiocarb,haloperidol,ditiocarb||haloperidol
framycetin,tasimelteon,framycetin||tasimelteon
aprepitant,gallopamil,aprepitant||gallopamil
"(1r,2s)-2-phenylcyclopropanaminium",metamizole,"(1r,2s)-2-phenylcyclopropanaminium||metamizole"
7-(2-amino-2-phenyl-acetylamino)-3-chloro-8-oxo-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid,chloroquine,7-(2-amino-2-phenyl-acetylamino)-3-chloro-8-oxo-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid||chloroquine
buthiazide,ioxilan,buthiazide||ioxilan
cilostazol,phenytoin,cilostazol||phenytoin
doxylamine,solriamfetol,doxylamine||solriamfetol
fosaprepitant,ticagrelor,fosaprepitant||ticagrelor
bendroflumethiazide,ranolazine,bendroflumethiazide||ranolazine
barnidipine,sparsentan,barnidipine||sparsentan
cefroxadine,macitentan,cefroxadine||macitentan
cyclothiazide,mephentermine,cyclothiazide||mephentermine
buprenorphine,ciglitazone,buprenorphine||ciglitazone
amoxapine,imatinib,amoxapine||imatinib
dextofisopam,hydrocodone,dextofisopam||hydrocodone
finerenone,midecamycin,finerenone||midecamycin
hydrocortisone acetate,metformin,hydrocortisone acetate||metformin
hydrocortisone succinate,zolpidem,hydrocortisone succinate||zolpidem
(r)-etodolac,coumarin,(r)-etodolac||coumarin
hydromorphone,rapacuronium,hydromorphone||rapacuronium
estradiol cypionate,histamine,estradiol cypionate||histamine
diazoxide,ephedrine,diazoxide||ephedrine
artemether,lefamulin,artemether||lefamulin
astemizole,sn-38,astemizole||sn-38
clomethiazole,prednisolone phosphate,clomethiazole||prednisolone phosphate
guanfacine,thiazinam,guanfacine||thiazinam
dexamethasone acetate,menthyl salicylate,dexamethasone acetate||menthyl salicylate
clobazam,linezolid,clobazam||linezolid
cyproheptadine,sultopride,cyproheptadine||sultopride
homatropine methylbromide,oxyphenisatin acetate,homatropine methylbromide||oxyphenisatin acetate
cyclophosphamide,imipenem,cyclophosphamide||imipenem
ganciclovir,imidazole salicylate,ganciclovir||imidazole salicylate
sc-236,trimethaphan,sc-236||trimethaphan
alexitol sodium,tripamide,alexitol sodium||tripamide
desloratadine,riluzole,desloratadine||riluzole
clonidine,pirbuterol,clonidine||pirbuterol
etidocaine,rokitamycin,etidocaine||rokitamycin
(r)-etodolac,sparsentan,(r)-etodolac||sparsentan
chlorambucil,cilostazol,chlorambucil||cilostazol
azelastine,tamsulosin,azelastine||tamsulosin
magnesium,tamsulosin,magnesium||tamsulosin
spironolactone,sumatriptan,spironolactone||sumatriptan
fendiline,hydroxyzine,fendiline||hydroxyzine
nomegestrol acetate,stiripentol,nomegestrol acetate||stiripentol
cisapride,daclatasvir,cisapride||daclatasvir
azelaic acid,trifluridine,azelaic acid||trifluridine
cefacetrile,idraparinux,cefacetrile||idraparinux
irbesartan,muzolimine,irbesartan||muzolimine
cinchocaine,natamycin,cinchocaine||natamycin
methylprednisolone aceponate,polythiazide,methylprednisolone aceponate||polythiazide
anagrelide,cimicoxib,anagrelide||cimicoxib
esflurbiprofen,fleroxacin,esflurbiprofen||fleroxacin
omacetaxine mepesuccinate,salsalate,omacetaxine mepesuccinate||salsalate
minocycline,talopram,minocycline||talopram
clobetasol propionate,glibornuride,clobetasol propionate||glibornuride
calcium gluconate,paricalcitol,calcium gluconate||paricalcitol
mosapride,venlafaxine,mosapride||venlafaxine
doramectin,moricizine,doramectin||moricizine
naratriptan,oxymetazoline,naratriptan||oxymetazoline
pentamidine,ritonavir,pentamidine||ritonavir
diethylpropion,eperisone,diethylpropion||eperisone
asciminib,hexobarbital,asciminib||hexobarbital
aclidinium,aluminium glycinate,aclidinium||aluminium glycinate
calcium pangamate,difloxacin,calcium pangamate||difloxacin
regorafenib,sumatriptan,regorafenib||sumatriptan
doxapram,ifenprodil,doxapram||ifenprodil
dichlorobenzyl alcohol,tenoxicam,dichlorobenzyl alcohol||tenoxicam
moricizine,nadolol,moricizine||nadolol
aranidipine,diltiazem,aranidipine||diltiazem
chlorzoxazone,netilmicin,chlorzoxazone||netilmicin
pentamidine,viloxazine,pentamidine||viloxazine
cefetamet,deuruxolitinib,cefetamet||deuruxolitinib
acetazolamide,propiverine,acetazolamide||propiverine
formestane,vindesine,formestane||vindesine
furafylline,nordazepam,furafylline||nordazepam
pentamidine,promazine,pentamidine||promazine
isavuconazole,nebivolol,isavuconazole||nebivolol
ambroxol,dexverapamil,ambroxol||dexverapamil
lercanidipine,nialamide,lercanidipine||nialamide
metoclopramide,perphenazine,metoclopramide||perphenazine
cloprednol,ns-398,cloprednol||ns-398
benzylpenicillin,meticrane,benzylpenicillin||meticrane
cyclothiazide,tiaprofenic acid,cyclothiazide||tiaprofenic acid
alitretinoin,ticagrelor,alitretinoin||ticagrelor
deoxyspergualin,prilocaine,deoxyspergualin||prilocaine
tiaprofenic acid,zonisamide,tiaprofenic acid||zonisamide
fluticasone propionate,gaboxadol,fluticasone propionate||gaboxadol
metacycline,succinylcholine,metacycline||succinylcholine
abametapir,granisetron,abametapir||granisetron
carisbamate,ethylmorphine,carisbamate||ethylmorphine
progabide,promazine,progabide||promazine
azathioprine,docetaxel,azathioprine||docetaxel
digitoxin,levomilnacipran,digitoxin||levomilnacipran
clorgiline,otamixaban,clorgiline||otamixaban
doravirine,norethisterone,doravirine||norethisterone
enalaprilat,tegafur,enalaprilat||tegafur
boceprevir,cloprostenol,boceprevir||cloprostenol
methohexital,prazepam,methohexital||prazepam
alphaprodine,biperiden,alphaprodine||biperiden
dicyclomine,fenozolone,dicyclomine||fenozolone
alogliptin,ceftazidime,alogliptin||ceftazidime
amitriptyline,memantine,amitriptyline||memantine
bupropion,teniposide,bupropion||teniposide
amoxicillin,theobromine,amoxicillin||theobromine
ertapenem,tixocortol,ertapenem||tixocortol
meperidine,phenprocoumon,meperidine||phenprocoumon
azapropazone,cephaloglycin,azapropazone||cephaloglycin
acetyldigoxin,prednisolone phosphate,acetyldigoxin||prednisolone phosphate
capreomycin,potassium,capreomycin||potassium
amyl nitrite,thiamylal,amyl nitrite||thiamylal
aprocitentan,imidapril,aprocitentan||imidapril
hydrogen peroxide,minocycline,hydrogen peroxide||minocycline
epoprostenol,terbutaline,epoprostenol||terbutaline
alprenolol,imipramine oxide,alprenolol||imipramine oxide
ergotamine,melatonin,ergotamine||melatonin
alphacetylmethadol,cyclopenthiazide,alphacetylmethadol||cyclopenthiazide
argatroban,mofebutazone,argatroban||mofebutazone
cefpirome,valganciclovir,cefpirome||valganciclovir
clometocillin,gallamine,clometocillin||gallamine
amitriptyline,doxofylline,amitriptyline||doxofylline
d-chiro-inositol,iopromide,d-chiro-inositol||iopromide
amphotericin b,pitavastatin,amphotericin b||pitavastatin
arketamine,trimipramine,arketamine||trimipramine
acenocoumarol,theodrenaline,acenocoumarol||theodrenaline
isosorbide mononitrate,naftopidil,isosorbide mononitrate||naftopidil
molsidomine,selexipag,molsidomine||selexipag
colistimethate,oxyphenbutazone,colistimethate||oxyphenbutazone
maraviroc,telithromycin,maraviroc||telithromycin
"1,10-phenanthroline",oxprenolol,"1,10-phenanthroline||oxprenolol"
ifetroban,lumiracoxib,ifetroban||lumiracoxib
aluminum chlorohydrate,profenamine,aluminum chlorohydrate||profenamine
calcitriol,estetrol,calcitriol||estetrol
alaproclate,indiplon,alaproclate||indiplon
dronedarone,imidapril,dronedarone||imidapril
dexniguldipine,lercanidipine,dexniguldipine||lercanidipine
metergoline,theodrenaline,metergoline||theodrenaline
(6r)-folinic acid,avibactam,(6r)-folinic acid||avibactam
cetirizine,prulifloxacin,cetirizine||prulifloxacin
cicletanine,nicergoline,cicletanine||nicergoline
avapritinib,vardenafil,avapritinib||vardenafil
doxefazepam,melatonin,doxefazepam||melatonin
brexanolone,octamoxin,brexanolone||octamoxin
poldine,secobarbital,poldine||secobarbital
choline,risperidone,choline||risperidone
lofexidine,metyrosine,lofexidine||metyrosine
azimilide,crizotinib,azimilide||crizotinib
bromocriptine,mosapramine,bromocriptine||mosapramine
ioflupane f-18,mycophenolic acid,ioflupane f-18||mycophenolic acid
duloxetine,piperazine,duloxetine||piperazine
ifosfamide,peruvoside,ifosfamide||peruvoside
lobucavir,tiagabine,lobucavir||tiagabine
diosmin,tolazamide,diosmin||tolazamide
chlorcyclizine,moricizine,chlorcyclizine||moricizine
paroxetine,propanidid,paroxetine||propanidid
amidephrine,aripiprazole,amidephrine||aripiprazole
droperidol,fenoprofen,droperidol||fenoprofen
articaine,cyamemazine,articaine||cyamemazine
piperine,simeprevir,piperine||simeprevir
amphetamine,isocarboxazid,amphetamine||isocarboxazid
agomelatine,almotriptan,agomelatine||almotriptan
methoserpidine,piroxicam,methoserpidine||piroxicam
imipramine,methocarbamol,imipramine||methocarbamol
lofexidine,phenobarbital,lofexidine||phenobarbital
aniracetam,pipecuronium,aniracetam||pipecuronium
ifosfamide,velpatasvir,ifosfamide||velpatasvir
octinoxate,prednisone,octinoxate||prednisone
azithromycin,gatifloxacin,azithromycin||gatifloxacin
metrifonate,tridihexethyl,metrifonate||tridihexethyl
lemborexant,lesinurad,lemborexant||lesinurad
desmopressin,tolterodine,desmopressin||tolterodine
droxidopa,nifenazone,droxidopa||nifenazone
methscopolamine,ritobegron,methscopolamine||ritobegron
aminophenazone,oxymorphone,aminophenazone||oxymorphone
gemcitabine,propiverine,gemcitabine||propiverine
ketoconazole,revumenib,ketoconazole||revumenib
ethanol,nitrendipine,ethanol||nitrendipine
nirogacestat,primaquine,nirogacestat||primaquine
bismuth subnitrate,nisoldipine,bismuth subnitrate||nisoldipine
cefamandole,patent blue,cefamandole||patent blue
amobarbital,dexniguldipine,amobarbital||dexniguldipine
doxofylline,paramethasone,doxofylline||paramethasone
caroxazone,phenoxybenzamine,caroxazone||phenoxybenzamine
angiotensin 1-7,vardenafil,angiotensin 1-7||vardenafil
ampicillin,lumiracoxib,ampicillin||lumiracoxib
ciprofloxacin,fluindione,ciprofloxacin||fluindione
seproxetine,telaprevir,seproxetine||telaprevir
butyrfentanyl,doxorubicin,butyrfentanyl||doxorubicin
ilaprazole,pexidartinib,ilaprazole||pexidartinib
cephalexin,encorafenib,cephalexin||encorafenib
everolimus,phenformin,everolimus||phenformin
magnesium trisilicate,topotecan,magnesium trisilicate||topotecan
duloxetine,picosulfuric acid,duloxetine||picosulfuric acid
bepridil,mesalazine,bepridil||mesalazine
brofaromine,dihydroergotamine,brofaromine||dihydroergotamine
fluticasone propionate,gabapentin,fluticasone propionate||gabapentin
d-tryptophan,enflurane,d-tryptophan||enflurane
cyclopenthiazide,romifidine,cyclopenthiazide||romifidine
methazolamide,talinolol,methazolamide||talinolol
acemetacin,ritanserin,acemetacin||ritanserin
prasugrel,sulfapyridine,prasugrel||sulfapyridine
mefruside,metoprolol,mefruside||metoprolol
dyclonine,penamecillin,dyclonine||penamecillin
clomethiazole,samidorphan,clomethiazole||samidorphan
isocarboxazid,oxymetazoline,isocarboxazid||oxymetazoline
cefaclor,dextrothyroxine,cefaclor||dextrothyroxine
dexpropranolol,mangafodipir,dexpropranolol||mangafodipir
gadobenic acid,gadodiamide,gadobenic acid||gadodiamide
letermovir,pretomanid,letermovir||pretomanid
protriptyline,serotonin,protriptyline||serotonin
flunixin,lorpiprazole,flunixin||lorpiprazole
clevidipine,epinastine,clevidipine||epinastine
isoniazid,lorlatinib,isoniazid||lorlatinib
arbutamine,lenabasum,arbutamine||lenabasum
cariporide,lopinavir,cariporide||lopinavir
camazepam,molindone,camazepam||molindone
amoxicillin,vecuronium,amoxicillin||vecuronium
efavirenz,eletriptan,efavirenz||eletriptan
nimodipine,rifapentine,nimodipine||rifapentine
chloroquine,nicardipine,chloroquine||nicardipine
cefminox,dexmecamylamine,cefminox||dexmecamylamine
kebuzone,pargyline,kebuzone||pargyline
azithromycin,terfenadine,azithromycin||terfenadine
talniflumate,trametinib,talniflumate||trametinib
glycochenodeoxycholic acid,troxerutin,glycochenodeoxycholic acid||troxerutin
ethinylestradiol,moclobemide,ethinylestradiol||moclobemide
folic acid,iopromide,folic acid||iopromide
desomorphine,pyrantel,desomorphine||pyrantel
ibuproxam,morniflumate,ibuproxam||morniflumate
dimethyl fumarate,melengestrol,dimethyl fumarate||melengestrol
etafedrine,serdexmethylphenidate,etafedrine||serdexmethylphenidate
difluocortolone,fenthion,difluocortolone||fenthion
clonixin,nalidixic acid,clonixin||nalidixic acid
citalopram,clorazepic acid,citalopram||clorazepic acid
calcium glucoheptonate,seletracetam,calcium glucoheptonate||seletracetam
bufuralol,semaglutide,bufuralol||semaglutide
celiprolol,propiverine,celiprolol||propiverine
4-hydroxycoumarin,tofacitinib,4-hydroxycoumarin||tofacitinib
chloroquine,ciclesonide,chloroquine||ciclesonide
hydromorphone,vancomycin,hydromorphone||vancomycin
azelastine,wortmannin,azelastine||wortmannin
fluclorolone,teriflunomide,fluclorolone||teriflunomide
celiprolol,nizatidine,celiprolol||nizatidine
adinazolam,urapidil,adinazolam||urapidil
clomipramine,geranylgeranyl diphosphate,clomipramine||geranylgeranyl diphosphate
"(2r)-1-(2,6-dimethylphenoxy)propan-2-amine",ethinylestradiol,"(2r)-1-(2,6-dimethylphenoxy)propan-2-amine||ethinylestradiol"
barnidipine,teniposide,barnidipine||teniposide
arsenic trioxide,nitric oxide,arsenic trioxide||nitric oxide
perphenazine enanthate,talbutal,perphenazine enanthate||talbutal
oxcarbazepine,oxymorphone,oxcarbazepine||oxymorphone
aluminium,incadronic acid,aluminium||incadronic acid
abexinostat,antazoline,abexinostat||antazoline
doxofylline,isopropamide,doxofylline||isopropamide
ethyl biscoumacetate,nemonoxacin,ethyl biscoumacetate||nemonoxacin
cinitapride,meclizine,cinitapride||meclizine
cudc-101,vorinostat,cudc-101||vorinostat
clorexolone,dehydrocholic acid,clorexolone||dehydrocholic acid
apalutamide,sotagliflozin,apalutamide||sotagliflozin
rifapentine,voxelotor,rifapentine||voxelotor
acetaminophen,amprenavir,acetaminophen||amprenavir
epanolol,sulfaphenazole,epanolol||sulfaphenazole
navitoclax,oxetacaine,navitoclax||oxetacaine
bromotheophylline,fludiazepam,bromotheophylline||fludiazepam
cerlapirdine,solriamfetol,cerlapirdine||solriamfetol
niflumic acid,vortioxetine,niflumic acid||vortioxetine
cyclosporine,minocycline,cyclosporine||minocycline
diltiazem,gadobenic acid,diltiazem||gadobenic acid
iron,ranitidine,iron||ranitidine
dabrafenib,delamanid,dabrafenib||delamanid
itraconazole,quinidine,itraconazole||quinidine
simeprevir,voxilaprevir,simeprevir||voxilaprevir
dronedarone,momelotinib,dronedarone||momelotinib
amiloride,carmustine,amiloride||carmustine
avacopan,telotristat ethyl,avacopan||telotristat ethyl
magnesium trisilicate,omadacycline,magnesium trisilicate||omadacycline
celecoxib,phendimetrazine,celecoxib||phendimetrazine
dihydrostreptomycin,hetacillin,dihydrostreptomycin||hetacillin
rivaroxaban,tiaprofenic acid,rivaroxaban||tiaprofenic acid
gemfibrozil,indinavir,gemfibrozil||indinavir
digoxin,ns-398,digoxin||ns-398
mepivacaine,risperidone,mepivacaine||risperidone
manidipine,nilotinib,manidipine||nilotinib
bendamustine,tenofovir,bendamustine||tenofovir
cycrimine,dextrorphan,cycrimine||dextrorphan
amodiaquine,rosuvastatin,amodiaquine||rosuvastatin
amitriptylinoxide,lortalamine,amitriptylinoxide||lortalamine
cyclobenzaprine,vinylbital,cyclobenzaprine||vinylbital
clonidine,dutasteride,clonidine||dutasteride
clofibrate,tolbutamide,clofibrate||tolbutamide
gallamine,glycopyrronium,gallamine||glycopyrronium
moricizine,toremifene,moricizine||toremifene
flunisolide,glimepiride,flunisolide||glimepiride
lobeglitazone,perampanel,lobeglitazone||perampanel
deflazacort,vadadustat,deflazacort||vadadustat
dextrothyroxine,estradiol benzoate,dextrothyroxine||estradiol benzoate
apixaban,polythiazide,apixaban||polythiazide
doripenem,methyltestosterone,doripenem||methyltestosterone
brilaroxazine,nabilone,brilaroxazine||nabilone
cefodizime,ixazomib,cefodizime||ixazomib
chlorpromazine,delafloxacin,chlorpromazine||delafloxacin
ethoxzolamide,mitiglinide,ethoxzolamide||mitiglinide
enasidenib,testosterone propionate,enasidenib||testosterone propionate
anisodamine,tetryzoline,anisodamine||tetryzoline
almotriptan,fluvoxamine,almotriptan||fluvoxamine
furazolidone,nitrendipine,furazolidone||nitrendipine
hexapropymate,isocarboxazid,hexapropymate||isocarboxazid
nisoldipine,solriamfetol,nisoldipine||solriamfetol
ketazolam,rufinamide,ketazolam||rufinamide
cidoxepin,phenprobamate,cidoxepin||phenprobamate
detomidine,paliperidone,detomidine||paliperidone
gemifloxacin,icosapent,gemifloxacin||icosapent
cudc-101,dimenhydrinate,cudc-101||dimenhydrinate
morphine,penbutolol,morphine||penbutolol
etoricoxib,metformin,etoricoxib||metformin
lorajmine,vinpocetine,lorajmine||vinpocetine
telaprevir,tetrandrine,telaprevir||tetrandrine
cisapride,lysergic acid diethylamide,cisapride||lysergic acid diethylamide
(+)-menthol,pimozide,(+)-menthol||pimozide
moxifloxacin,propyphenazone,moxifloxacin||propyphenazone
carisbamate,pivagabine,carisbamate||pivagabine
1-deoxymannojirimycin,deutetrabenazine,1-deoxymannojirimycin||deutetrabenazine
trifluoperazine,trimipramine,trifluoperazine||trimipramine
cefpirome,proparacaine,cefpirome||proparacaine
eperisone,trimebutine,eperisone||trimebutine
arbaclofen placarbil,bromisoval,arbaclofen placarbil||bromisoval
amodiaquine,saquinavir,amodiaquine||saquinavir
avanafil,samidorphan,avanafil||samidorphan
goserelin,trifluridine,goserelin||trifluridine
arbaclofen placarbil,frovatriptan,arbaclofen placarbil||frovatriptan
cefsulodin,tolcapone,cefsulodin||tolcapone
cidoxepin,fluorouracil,cidoxepin||fluorouracil
darunavir,tegoprazan,darunavir||tegoprazan
azathioprine,clozapine,azathioprine||clozapine
"1-benzyl-4-[(5,6-dimethoxy-1-indanon-2-yl)methyl]piperidine",hydracarbazine,"1-benzyl-4-[(5,6-dimethoxy-1-indanon-2-yl)methyl]piperidine||hydracarbazine"
chlorprothixene,hydrocodone,chlorprothixene||hydrocodone
brofaromine,neocitrullamon,brofaromine||neocitrullamon
aluminum sulfate,nylidrin,aluminum sulfate||nylidrin
guanfacine,hexobarbital,guanfacine||hexobarbital
apixaban,dosulepin,apixaban||dosulepin
mephedrone,nabilone,mephedrone||nabilone
hydrolyzed cephalothin,nicorandil,hydrolyzed cephalothin||nicorandil
aprepitant,lemborexant,aprepitant||lemborexant
fenbufen,furosemide,fenbufen||furosemide
paramethasone,tazemetostat,paramethasone||tazemetostat
acebutolol,tesmilifene,acebutolol||tesmilifene
oxitriptan,thiocolchicoside,oxitriptan||thiocolchicoside
8-azaguanine,phenobarbital,8-azaguanine||phenobarbital
pipotiazine,rimonabant,pipotiazine||rimonabant
omaveloxolone,rimonabant,omaveloxolone||rimonabant
avasimibe,peldesine,avasimibe||peldesine
arotinolol,fasudil,arotinolol||fasudil
aranidipine,mavacamten,aranidipine||mavacamten
acetazolamide,alverine,acetazolamide||alverine
chlorzoxazone,leflunomide,chlorzoxazone||leflunomide
irinotecan,sitaxentan,irinotecan||sitaxentan
dopamine,methoxsalen,dopamine||methoxsalen
fluticasone furoate,nandrolone decanoate,fluticasone furoate||nandrolone decanoate
idebenone,sulbactam,idebenone||sulbactam
ethanol,prazosin,ethanol||prazosin
methohexital,moricizine,methohexital||moricizine
methylphenobarbital,zonisamide,methylphenobarbital||zonisamide
azelnidipine,dexketoprofen,azelnidipine||dexketoprofen
indobufen,muzolimine,indobufen||muzolimine
adrafinil,eletriptan,adrafinil||eletriptan
magnesium orotate,magnesium trisilicate,magnesium orotate||magnesium trisilicate
loxoprofen,oxyphenbutazone,loxoprofen||oxyphenbutazone
acenocoumarol,altrenogest,acenocoumarol||altrenogest
eletriptan,halazepam,eletriptan||halazepam
deramciclane,melatonin,deramciclane||melatonin
fluvoxamine,rivoglitazone,fluvoxamine||rivoglitazone
cidoxepin,teriflunomide,cidoxepin||teriflunomide
dihydroetorphine,naluzotan,dihydroetorphine||naluzotan
arketamine,pregabalin,arketamine||pregabalin
bosentan,cimetidine,bosentan||cimetidine
cefonicid,lisinopril,cefonicid||lisinopril
bupranolol,ranitidine,bupranolol||ranitidine
desomorphine,dihydromorphine,desomorphine||dihydromorphine
brompheniramine,triflupromazine,brompheniramine||triflupromazine
adefovir dipivoxil,meloxicam,adefovir dipivoxil||meloxicam
benzydamine,ketoconazole,benzydamine||ketoconazole
penfluridol,tolazamide,penfluridol||tolazamide
(r)-fluoxetine,alaproclate,(r)-fluoxetine||alaproclate
cefazedone,pralidoxime,cefazedone||pralidoxime
dapoxetine,fabomotizole,dapoxetine||fabomotizole
lofepramine,lonazolac,lofepramine||lonazolac
erythromycin,esomeprazole,erythromycin||esomeprazole
naluzotan,nicorandil,naluzotan||nicorandil
phenylbutazone,silibinin,phenylbutazone||silibinin
benorilate,tetrandrine,benorilate||tetrandrine
chromic cation,rofecoxib,chromic cation||rofecoxib
pholcodine,tobramycin,pholcodine||tobramycin
