DrugName,DrugA_Count,DrugB_Count,Total_DDI_Records,In_Master_Dataset
magnesium cation,25,8,33,True
magnesium orotate,2,9,11,True
magnesium silicate,7,10,17,True
magnesium trisilicate,35,43,78,True
malacidin b,0,1,1,True
malathion,2,0,2,True
maltotetraose,0,2,2,True
mangafodipir,0,31,31,True
manidipine,77,3,80,True
mannitol busulfan,8,7,15,True
mannosulfan,2,1,3,True
maprotiline,26,58,84,True
maraviroc,2,2,4,True
marbofloxacin,1,0,1,True
maribavir,7,2,9,True
masoprocol,0,2,2,True
mavacamten,11,22,33,True
mavorixafor,8,31,39,True
maxacalcitol,6,1,7,True
mazaticol,26,1,27,True
mazindol,1,36,37,True
mebanazine,45,13,58,True
mebeverine,4,16,20,True
mebhydrolin,1,0,1,True
mebicar,2,24,26,True
mebrofenin,14,21,35,True
mebutamate,19,12,31,True
mebutizide,34,22,56,True
mechlorethamine,25,6,31,True
meclizine,27,25,52,True
meclocycline,2,0,2,True
meclofenamic acid,19,38,57,True
medazepam,0,28,28,True
medifoxamine,12,20,32,True
medrogestone,6,1,7,True
medroxyprogesterone acetate,18,26,44,True
medrysone,5,3,8,True
mefenamic acid,55,17,72,True
mefenorex,2,24,26,True
mefruside,9,22,31,True
megestrol acetate,25,32,57,True
melagatran,19,4,23,True
melatonin,37,4,41,True
melengestrol,17,21,38,True
melengestrol acetate,9,28,37,True
melevodopa,0,1,1,True
melitracen,47,10,57,True
meloxicam,2,113,115,True
melperone,64,10,74,True
melphalan,5,13,18,True
memantine,40,6,46,True
menadione,1,0,1,True
menthyl salicylate,4,28,32,True
mepenzolate,24,2,26,True
meperidine,2,73,75,True
mephedrone,2,44,46,True
mephenesin,1,2,3,True
mephenoxalone,1,27,28,True
mephentermine,12,29,41,True
mephenytoin,55,15,70,True
mepindolol,23,21,44,True
mepivacaine,49,30,79,True
meprednisone,21,28,49,True
meprobamate,15,14,29,True
meptazinol,33,16,49,True
mepyramine,4,46,50,True
mequitazine,23,11,34,True
mercaptopurine,26,8,34,True
merestinib,1,2,3,True
meropenem,29,6,35,True
mersalyl,33,10,43,True
mesalazine,27,21,48,True
mesoridazine,15,32,47,True
mesterolone,1,4,5,True
mestranol,19,8,27,True
metabutethamine,41,4,45,True
metacycline,8,9,17,True
metadoxine,14,16,30,True
metahexamide,5,47,52,True
metamizole,32,19,51,True
metampicillin,8,0,8,True
metaraminol,8,39,47,True
metaxalone,31,9,40,True
metenolone,4,1,5,True
metergoline,4,38,42,True
metformin,2,56,58,True
methacholine,10,6,16,True
methallenestril,3,1,4,True
methanesulfonyl fluoride,6,5,11,True
methantheline,23,5,28,True
methapyrilene,22,5,27,True
methaqualone,24,12,36,True
metharbital,37,7,44,True
methazolamide,43,8,51,True
methdilazine,2,0,2,True
methenamine,1,3,4,True
methimazole,31,45,76,True
methocarbamol,21,8,29,True
methohexital,17,26,43,True
methoserpidine,8,19,27,True
methotrexate,54,6,60,True
methotrimeprazine,11,48,59,True
methoxamine,4,17,21,True
methoxsalen,16,22,38,True
methoxyflurane,17,33,50,True
methoxyphenamine,21,21,42,True
methscopolamine,22,15,37,True
methsuximide,67,1,68,True
methyclothiazide,58,3,61,True
methyl salicylate,3,11,14,True
methyl-1-testosterone,1,1,2,True
methyldopa,49,4,53,True
methylecgonine,1,0,1,True
methylene blue,32,70,102,True
methylenedioxyethamphetamine,10,14,24,True
methylergometrine,5,31,36,True
methylestrenolone,0,2,2,True
methylnaltrexone,23,6,29,True
methylpentynol,12,19,31,True
methylphenobarbital,48,2,50,True
methylphosphinate,10,1,11,True
methylprednisolone,7,30,37,True
methylprednisolone aceponate,25,2,27,True
methylprednisolone hemisuccinate,13,4,17,True
methylprednisone,2,9,11,True
methylpropylpropanediol dinitrate,1,0,1,True
methylselenocysteine,1,0,1,True
methyltestosterone,37,11,48,True
methylthiouracil,10,2,12,True
methyprylon,12,23,35,True
methysergide,38,29,67,True
metiamide,4,1,5,True
meticillin,0,8,8,True
meticrane,26,3,29,True
metildigoxin,24,10,34,True
metipranolol,10,0,10,True
metixene,23,7,30,True
metoclopramide,24,58,82,True
metocurine,47,17,64,True
metolazone,59,1,60,True
metoprine,3,2,5,True
metoprolol,40,19,59,True
metrifonate,5,7,12,True
metronidazole,5,24,29,True
metyrapone,33,9,42,True
metyrosine,21,16,37,True
mevastatin,3,0,3,True
mezlocillin,0,9,9,True
mianserin,14,50,64,True
mibefradil,48,14,62,True
mibolerone,3,2,5,True
micafungin,1,0,1,True
miconazole,43,4,47,True
micronomicin,2,0,2,True
midazolam,65,20,85,True
midecamycin,15,6,21,True
midodrine,19,20,39,True
midomafetamine,12,35,47,True
midostaurin,41,1,42,True
mifamurtide,0,7,7,True
mifepristone,12,52,64,True
miglitol,21,11,32,True
milrinone,12,18,30,True
miltefosine,0,2,2,True
minaprine,50,27,77,True
minocycline,34,4,38,True
minoxidil,0,33,33,True
mirabegron,34,51,85,True
mirodenafil,7,7,14,True
misoprostol,0,1,1,True
mitapivat,3,25,28,True
mitemcinal,13,0,13,True
mitiglinide,4,28,32,True
mitobronitol,0,2,2,True
mitoguazone,0,1,1,True
mitomycin,2,7,9,True
mitotane,27,17,44,True
mitoxantrone,15,14,29,True
mivacurium,34,15,49,True
mizolastine,5,8,13,True
mizoribine,10,2,12,True
mk-212,28,1,29,True
mln576,2,0,2,True
mmda,3,55,58,True
mobocertinib,34,0,34,True
mocetinostat,9,4,13,True
moclobemide,3,57,60,True
moexipril,5,35,40,True
moexiprilat,10,2,12,True
mofebutazone,17,34,51,True
molindone,27,10,37,True
molsidomine,2,8,10,True
momelotinib,0,11,11,True
mometasone,14,27,41,True
mometasone furoate,9,42,51,True
monastrol,0,1,1,True
monofluorophosphate ion,17,2,19,True
monomethyl fumarate,5,5,10,True
montelukast,4,20,24,True
montmorillonite,0,1,1,True
moperone,31,0,31,True
moricizine,36,7,43,True
morniflumate,29,17,46,True
morphine,51,8,59,True
mosapramine,14,18,32,True
mosapride,3,23,26,True
motesanib,1,0,1,True
motexafin gadolinium,1,0,1,True
motretinide,1,1,2,True
moxestrol,1,2,3,True
moxifloxacin,44,7,51,True
moxisylyte,10,40,50,True
moxonidine,4,20,24,True
mrk-409,24,8,32,True
mupirocin,0,1,1,True
muraglitazar,2,5,7,True
murepavadin,2,4,6,True
muzolimine,16,30,46,True
mycophenolate mofetil,16,45,61,True
mycophenolic acid,32,11,43,True
myxothiazol,0,1,1,True
"n-(2-hydroxybenzyl)-2,5-dimethoxy-4-cyanophenylethylamine",7,20,27,True
n-acetyltyrosine,35,2,37,True
n-methylnicotinamide,0,28,28,True
n-propargyl-1(s)-aminoindan,21,60,81,True
nabilone,46,11,57,True
nabumetone,53,5,58,True
nadolol,17,71,88,True
nafamostat,18,18,36,True
nafarelin,2,1,3,True
nafcillin,24,8,32,True
naftidrofuryl,18,6,24,True
naftopidil,36,8,44,True
nalbuphine,16,16,32,True
naldemedine,25,0,25,True
nalidixic acid,22,23,45,True
nalmefene,3,21,24,True
nalorphine,2,0,2,True
naloxegol,2,37,39,True
naloxone,5,34,39,True
naltrexone,21,1,22,True
naluzotan,10,35,45,True
namitecan,2,0,2,True
nanatinostat,2,2,4,True
nandrolone,2,4,6,True
nandrolone decanoate,9,2,11,True
nandrolone phenpropionate,2,4,6,True
naphazoline,40,6,46,True
naproxen,74,8,82,True
naquotinib,0,2,2,True
naratriptan,42,0,42,True
naringenin,4,2,6,True
naronapride,4,17,21,True
natamycin,1,0,1,True
nateglinide,30,37,67,True
navitoclax,2,2,4,True
neamine,8,29,37,True
nebivolol,34,20,54,True
nebularine,1,0,1,True
nedocromil,17,16,33,True
nefazodone,19,83,102,True
nefiracetam,14,18,32,True
nelarabine,19,6,25,True
nelfinavir,30,31,61,True
nemonoxacin,28,1,29,True
neocitrullamon,19,27,46,True
neosaxitoxin,13,19,32,True
neostigmine,12,1,13,True
nepafenac,2,3,5,True
neratinib,17,10,27,True
netilmicin,30,0,30,True
netoglitazone,9,13,22,True
netupitant,11,42,53,True
nevirapine,25,20,45,True
ngx267,1,2,3,True
nialamide,21,29,50,True
niaprazine,5,18,23,True
nicardipine,5,74,79,True
nicergoline,3,43,46,True
niclosamide,3,16,19,True
nicomorphine,29,10,39,True
nicorandil,32,27,59,True
nicotine,7,11,18,True
nicotinyl alcohol,1,0,1,True
nifedipine,43,27,70,True
nifenazone,67,2,69,True
niflumic acid,38,28,66,True
nifuratel,0,1,1,True
nigericin,2,0,2,True
nilotinib,50,8,58,True
niludipine,3,27,30,True
nilutamide,3,42,45,True
nilvadipine,66,12,78,True
nimesulide,50,20,70,True
nimodipine,15,38,53,True
nimustine,0,1,1,True
nintedanib,2,29,31,True
niperotidine,4,0,4,True
niraparib,1,1,2,True
nirmatrelvir,2,3,5,True
nirogacestat,7,32,39,True
nisoldipine,11,55,66,True
nisoxetine,12,12,24,True
nitrazepam,21,11,32,True
nitrendipine,22,41,63,True
nitric oxide,19,25,44,True
nitrite,10,4,14,True
nitroaspirin,43,17,60,True
nitrofurantoin,23,34,57,True
nitroglycerin,7,21,28,True
nitroprusside,45,0,45,True
nitrous oxide,40,9,49,True
nizatidine,4,17,21,True
nizofenone,3,12,15,True
nocodazole,0,1,1,True
nolatrexed,0,2,2,True
nomegestrol,11,14,25,True
nomegestrol acetate,14,9,23,True
nomifensine,2,34,36,True
nonoxynol-9,6,2,8,True
nordazepam,31,1,32,True
norelgestromin,13,7,20,True
norepinephrine,11,22,33,True
norethindrone enanthate,15,0,15,True
norethisterone,3,30,33,True
norethynodrel,14,8,22,True
norfenefrine,18,16,34,True
norfloxacin,22,18,40,True
norgestimate,18,12,30,True
norgestrienone,19,5,24,True
normethadone,7,39,46,True
nortriptyline,45,55,100,True
noscapine,16,0,16,True
novobiocin,1,11,12,True
ns-398,32,24,56,True
nylidrin,15,29,44,True
nystatin,0,4,4,True
obeticholic acid,0,15,15,True
obp-801,0,2,2,True
ocinaplon,12,14,26,True
octamoxin,44,9,53,True
octinoxate,2,32,34,True
octopamine,11,22,33,True
octylphenoxy polyethoxyethanol,5,12,17,True
odanacatib,12,2,14,True
olanzapine,51,36,87,True
olaparib,37,3,40,True
oleandomycin,4,7,11,True
oleandrin,6,5,11,True
oliceridine,45,7,52,True
olmesartan,6,34,40,True
olmutinib,2,0,2,True
olodaterol,49,7,56,True
olorofim,1,0,1,True
olsalazine,12,22,34,True
oltipraz,1,0,1,True
olutasidenib,6,6,12,True
omacetaxine mepesuccinate,6,1,7,True
omadacycline,15,6,21,True
omapatrilat,20,10,30,True
omarigliptin,19,8,27,True
omaveloxolone,9,32,41,True
ombitasvir,9,12,21,True
onapristone,2,2,4,True
ondansetron,47,9,56,True
ondelopran,2,1,3,True
ont-093,0,2,2,True
opicapone,20,2,22,True
opipramol,5,54,59,True
orbifloxacin,14,23,37,True
orciprenaline,25,12,37,True
oritavancin,8,24,32,True
orlistat,8,1,9,True
orm-12741,4,2,6,True
ormeloxifene,2,21,23,True
ornidazole,1,2,3,True
orphenadrine,19,47,66,True
orvepitant,1,25,26,True
osanetant,28,4,32,True
oseltamivir,3,23,26,True
osilodrostat,9,22,31,True
osimertinib,28,11,39,True
ospemifene,16,10,26,True
otamixaban,5,18,23,True
oteseconazole,7,5,12,True
otilonium,27,22,49,True
ouabain,15,8,23,True
oxabolone cipionate,15,16,31,True
oxacillin,5,29,34,True
oxaflozane,26,4,30,True
oxamniquine,2,5,7,True
oxandrolone,6,15,21,True
oxaprotiline,45,10,55,True
oxaprozin,28,30,58,True
oxatomide,15,0,15,True
oxazepam,61,1,62,True
oxazepam acetate,22,4,26,True
oxcarbazepine,49,5,54,True
oxetacaine,37,4,41,True
oxi-4503,1,0,1,True
oxidronic acid,23,15,38,True
oxiracetam,32,3,35,True
oxitriptan,19,12,31,True
oxitropium,7,11,18,True
oxolinic acid,16,8,24,True
oxprenolol,67,3,70,True
oxybenzone,24,6,30,True
oxybuprocaine,60,6,66,True
oxybutynin,5,34,39,True
oxycodone,57,5,62,True
oxyfedrine,23,10,33,True
oxymetazoline,8,30,38,True
oxymetholone,6,0,6,True
oxymorphone,6,25,31,True
oxypertine,2,26,28,True
oxyphenbutazone,42,17,59,True
oxyphencyclimine,18,3,21,True
oxyphenisatin,4,9,13,True
oxyphenisatin acetate,9,7,16,True
oxyphenonium,17,6,23,True
oxytetracycline,15,6,21,True
ozanimod,1,17,18,True
paclitaxel,17,25,42,True
pacritinib,19,11,30,True
padeliporfin,6,2,8,True
pagoclone,20,5,25,True
palbociclib,44,1,45,True
palifosfamide,1,0,1,True
paliperidone,34,68,102,True
palmidrol,21,8,29,True
palonosetron,56,11,67,True
palovarotene,0,13,13,True
pamidronic acid,4,30,34,True
pancuronium,40,12,52,True
panobinostat,37,11,48,True
pantoprazole,29,17,46,True
pantothenic acid,1,3,4,True
papaverine,3,23,26,True
paraldehyde,6,36,42,True
paramethadione,13,37,50,True
paramethasone,29,19,48,True
paraoxon,1,16,17,True
parecoxib,12,59,71,True
pargyline,51,9,60,True
paricalcitol,13,0,13,True
paritaprevir,5,26,31,True
paromomycin,3,32,35,True
paroxetine,72,0,72,True
pasireotide,7,23,30,True
patent blue,28,8,36,True
patupilone,7,7,14,True
pazopanib,49,13,62,True
pazufloxacin,6,28,34,True
pd173955,0,1,1,True
peficitinib,7,0,7,True
pefloxacin,28,3,31,True
peldesine,26,7,33,True
pelitinib,0,2,2,True
pemafibrate,1,1,2,True
pemetrexed,3,52,55,True
pemigatinib,12,2,14,True
penamecillin,3,7,10,True
penbutolol,47,41,88,True
penciclovir,5,5,10,True
penclomedine,1,2,3,True
penfluridol,33,34,67,True
penicillamine,5,22,27,True
penicillin g acyl-serine,2,11,13,True
penimepicycline,1,14,15,True
pentaerithrityl,0,18,18,True
pentaerythritol tetranitrate,11,28,39,True
pentamidine,16,56,72,True
pentazocine,8,32,40,True
penthienate,9,7,16,True
pentifylline,8,12,20,True
pentobarbital,15,61,76,True
pentolinium,3,56,59,True
pentosan polysulfate,19,5,24,True
pentostatin,39,9,48,True
pentoxifylline,70,5,75,True
perampanel,27,30,57,True
perazine,4,35,39,True
perchlorate,11,40,51,True
perflubutane,3,2,5,True
perflutren,6,12,18,True
pergolide,6,57,63,True
perhexiline,38,9,47,True
periciazine,33,19,52,True
perillyl alcohol,2,3,5,True
perindopril,34,14,48,True
perindoprilat,18,17,35,True
permethrin,9,23,32,True
perospirone,43,10,53,True
perphenazine,12,37,49,True
perphenazine enanthate,14,26,40,True
peruvoside,12,13,25,True
pexidartinib,17,16,33,True
pf-00610355,1,34,35,True
phenacemide,6,32,38,True
phenacetin,38,2,40,True
phenazocine,2,37,39,True
phenazopyridine,13,23,36,True
phencyclidine,17,13,30,True
phendimetrazine,23,23,46,True
phenelzine,26,56,82,True
phenethyl isothiocyanate,3,1,4,True
phenethylamine,27,2,29,True
pheneticillin,4,7,11,True
pheneturide,50,0,50,True
phenformin,26,15,41,True
phenglutarimide,23,0,23,True
phenibut,26,3,29,True
phenindamine,2,0,2,True
phenindione,25,27,52,True
pheniprazine,12,56,68,True
pheniramine,12,6,18,True
phenmetrazine,11,18,29,True
phenobarbital,87,12,99,True
phenol,25,12,37,True
phenolphthalein,10,9,19,True
phenoperidine,27,10,37,True
phenothiazine,2,2,4,True
phenoxybenzamine,10,24,34,True
phenoxymethylpenicillin,8,0,8,True
phenoxypropazine,17,29,46,True
phenprobamate,25,5,30,True
phenprocoumon,81,7,88,True
phenserine,10,7,17,True
phensuximide,2,30,32,True
phentermine,43,6,49,True
phentolamine,14,12,26,True
phenyl aminosalicylate,7,3,10,True
phenylacetic acid,0,4,4,True
phenylbutazone,9,54,63,True
phenylbutyric acid,10,6,16,True
phenylephrine,11,34,45,True
phenytoin,68,9,77,True
pholcodine,22,14,36,True
phosmet,12,6,18,True
phosphocreatine,29,4,33,True
phthalylsulfathiazole,2,0,2,True
phylloquinone,25,11,36,True
physostigmine,10,11,21,True
pibrentasvir,2,21,23,True
piceatannol,1,0,1,True
piclamilast,1,0,1,True
piclozotan,10,35,45,True
picosulfuric acid,16,35,51,True
picotamide,4,6,10,True
pidotimod,7,21,28,True
pilocarpine,4,7,11,True
pilsicainide,16,0,16,True
pimavanserin,11,30,41,True
pimecrolimus,7,4,11,True
pimozide,2,60,62,True
pinacidil,24,11,35,True
pinaverium,36,7,43,True
pinazepam,19,14,33,True
pindolol,42,33,75,True
pinometostat,0,1,1,True
pioglitazone,22,11,33,True
pipamperone,44,2,46,True
pipecuronium,29,16,45,True
pipemidic acid,28,13,41,True
pipenzolate,9,15,24,True
piperacillin,33,15,48,True
piperaquine,8,22,30,True
piperazine,9,5,14,True
piperidolate,19,11,30,True
piperine,6,4,10,True
pipobroman,1,0,1,True
pipotiazine,22,11,33,True
piracetam,20,8,28,True
pirarubicin,10,5,15,True
pirbuterol,7,27,34,True
pirenzepine,5,11,16,True
piretanide,12,32,44,True
piribedil,1,3,4,True
piritramide,33,14,47,True
piritrexim,1,1,2,True
pirlimycin,8,2,10,True
pirlindole,51,18,69,True
piromidic acid,6,8,14,True
piroxicam,24,32,56,True
pirprofen,20,29,49,True
pirtobrutinib,32,5,37,True
pitavastatin,1,2,3,True
pitolisant,35,36,71,True
pivagabine,15,21,36,True
pivampicillin,0,11,11,True
pivhydrazine,47,7,54,True
pivmecillinam,3,2,5,True
pixantrone,0,3,3,True
pizotifen,45,11,56,True
platelet activating factor,3,2,5,True
platinum,1,0,1,True
plazomicin,29,14,43,True
plecanatide,11,8,19,True
plerixafor,1,20,21,True
plevitrexed,4,0,4,True
plicamycin,0,1,1,True
plitidepsin,1,2,3,True
plumbagin,2,13,15,True
polaprezinc,4,3,7,True
poldine,9,4,13,True
polmacoxib,17,6,23,True
polythiazide,53,9,62,True
pomalidomide,22,72,94,True
ponatinib,15,33,48,True
ponesimod,15,13,28,True
porfiromycin,1,1,2,True
posaconazole,11,33,44,True
posizolid,2,1,3,True
potassium,12,24,36,True
potassium cation,20,23,43,True
potassium triiodide,0,14,14,True
pracinostat,15,7,22,True
practolol,48,4,52,True
pradigastat,3,0,3,True
prajmaline,8,14,22,True
pralatrexate,19,26,45,True
pralidoxime,19,15,34,True
pralsetinib,37,8,45,True
pramlintide,5,20,25,True
pramocaine,64,6,70,True
pranlukast,7,9,16,True
pranoprofen,1,7,8,True
prasterone,4,0,4,True
prasterone enantate,1,0,1,True
prasterone sulfate,14,2,16,True
prasugrel,54,8,62,True
pravastatin,7,22,29,True
prazepam,17,17,34,True
prazosin,25,13,38,True
prednicarbate,3,3,6,True
prednimustine,1,0,1,True
prednisolone,10,31,41,True
prednisolone acetate,13,16,29,True
prednisolone hemisuccinate,41,0,41,True
prednisolone phosphate,26,19,45,True
prednisone,8,59,67,True
prednisone acetate,25,18,43,True
prednylidene,8,40,48,True
pregabalin,83,7,90,True
pregnenolone,3,1,4,True
prenalterol,36,1,37,True
prenylamine,41,13,54,True
pretomanid,2,31,33,True
previtamin d(3),0,4,4,True
pridinol,7,32,39,True
prifinium,0,19,19,True
prilocaine,29,41,70,True
primaquine,37,19,56,True
primidone,82,15,97,True
probenecid,48,8,56,True
probucol,10,3,13,True
procainamide,12,32,44,True
procaine,54,34,88,True
procarbazine,61,5,66,True
procaterol,31,4,35,True
prochlorperazine,9,49,58,True
procyclidine,0,18,18,True
profenamine,29,1,30,True
progabide,20,10,30,True
progesterone,8,43,51,True
proglumetacin,38,34,72,True
proguanil,8,15,23,True
promazine,1,85,86,True
promegestone,1,3,4,True
promethazine,38,44,82,True
propacetamol,28,67,95,True
propanidid,16,8,24,True
propantheline,11,47,58,True
proparacaine,15,15,30,True
propatyl nitrate,1,5,6,True
propenidazole,1,0,1,True
propentofylline,8,19,27,True
propicillin,9,1,10,True
propiomazine,12,43,55,True
propiopromazine,0,22,22,True
propiverine,31,39,70,True
propofol,22,32,54,True
propoxycaine,40,5,45,True
propylthiouracil,8,5,13,True
propyphenazone,16,38,54,True
proquazone,35,19,54,True
proscillaridin,8,13,21,True
prostaglandin b2,2,1,3,True
prostaglandin d2,4,0,4,True
prostaglandin g2,1,3,4,True
prostalene,1,2,3,True
prothipendyl,29,16,45,True
protionamide,1,0,1,True
protirelin,0,6,6,True
protocatechualdehyde,4,0,4,True
protokylol,15,18,33,True
protriptyline,54,1,55,True
proxibarbal,6,18,24,True
proxyphylline,23,15,38,True
prucalopride,2,56,58,True
prulifloxacin,17,18,35,True
prussian blue,3,4,7,True
prx-08066,20,9,29,True
psilocybin,14,19,33,True
puromycin,11,26,37,True
pyrantel,7,61,68,True
pyrazinamide,22,11,33,True
pyrazolam,22,4,26,True
pyridostigmine,7,7,14,True
pyrimethamine,3,5,8,True
pyrithyldione,11,9,20,True
pyronaridine,2,0,2,True
quazepam,21,11,32,True
quercetin,15,15,30,True
quetiapine,25,67,92,True
quifenadine,1,1,2,True
quinacrine,10,4,14,True
quinagolide,4,1,5,True
quinapril,21,13,34,True
quinaprilat,24,3,27,True
quinestrol,1,2,3,True
quinethazone,38,0,38,True
quingestanol,11,18,29,True
quingestanol acetate,0,1,1,True
quinidine,83,40,123,True
quinisocaine,3,41,44,True
quinupramine,41,21,62,True
quinupristin,2,8,10,True
quizartinib,40,8,48,True
"r,s-warfarin alcohol",1,22,23,True
r-306465,1,1,2,True
raclopride,4,31,35,True
ractopamine,1,28,29,True
radezolid,1,1,2,True
radium ra-223 cation,2,2,4,True
raloxifene,18,10,28,True
raltegravir,6,2,8,True
raltitrexed,13,6,19,True
ramatroban,7,10,17,True
ramelteon,7,67,74,True
ramipril,23,7,30,True
ramiprilat,18,13,31,True
ramosetron,16,27,43,True
ranitidine,9,38,47,True
ranolazine,3,83,86,True
rapacuronium,41,15,56,True
ravuconazole,2,2,4,True
rebastinib,0,1,1,True
regadenoson,0,2,2,True
regorafenib,31,9,40,True
relcovaptan,22,2,24,True
relebactam,4,4,8,True
relugolix,31,0,31,True
remacemide,3,35,38,True
remdesivir,2,8,10,True
remifentanil,0,59,59,True
remikiren,5,23,28,True
remimazolam,29,2,31,True
remogliflozin etabonate,3,22,25,True
remoxipride,45,14,59,True
renzapride,1,27,28,True
repaglinide,24,9,33,True
repinotan,0,16,16,True
reposal,13,4,17,True
repotrectinib,30,3,33,True
reproterol,2,26,28,True
rescinnamine,6,25,31,True
reserpine,27,50,77,True
resmetirom,15,2,17,True
resorcinol,26,5,31,True
resveratrol,4,7,11,True
retapamulin,7,11,18,True
revefenacin,28,8,36,True
revumenib,17,3,20,True
rhein,23,7,30,True
ribociclib,21,41,62,True
ribostamycin,16,21,37,True
ricolinostat,4,8,12,True
ridaforolimus,17,3,20,True
ridogrel,10,3,13,True
rifabutin,27,0,27,True
rifalazil,0,3,3,True
rifampin,29,12,41,True
rifamycin,2,0,2,True
rifapentine,6,31,37,True
rifaximin,5,12,17,True
rigosertib,1,1,2,True
rilmenidine,34,2,36,True
rilpivirine,3,45,48,True
riluzole,34,13,47,True
rimegepant,9,7,16,True
rimexolone,4,3,7,True
rimiterol,21,16,37,True
rimonabant,22,14,36,True
riociguat,8,45,53,True
ripretinib,18,1,19,True
risdiplam,2,0,2,True
risedronic acid,19,3,22,True
risperidone,25,51,76,True
ritanserin,23,20,43,True
ritlecitinib,41,4,45,True
ritobegron,10,28,38,True
ritodrine,27,9,36,True
ritonavir,34,31,65,True
rivaroxaban,31,18,49,True
rivastigmine,3,13,16,True
rivoceranib,1,2,3,True
rivoglitazone,9,31,40,True
rizatriptan,16,33,49,True
ro 12-7310,2,0,2,True
robenacoxib,2,66,68,True
rociletinib,0,2,2,True
rociverine,3,16,19,True
rocuronium,1,50,51,True
rofecoxib,23,37,60,True
roflumilast,40,26,66,True
rokitamycin,6,11,17,True
rolapitant,16,2,18,True
rolitetracycline,7,4,11,True
rolofylline,12,17,29,True
romidepsin,21,18,39,True
romifidine,33,16,49,True
ronifibrate,2,0,2,True
ropinirole,11,28,39,True
ropivacaine,4,90,94,True
roquinimex,0,1,1,True
rosiglitazone,3,49,52,True
rosoxacin,2,33,35,True
rosuvastatin,39,5,44,True
rotigotine,45,29,74,True
roxadustat,1,18,19,True
roxarsone,0,1,1,True
roxatidine acetate,3,1,4,True
roxithromycin,14,16,30,True
rucaparib,27,14,41,True
rufinamide,17,17,34,True
rufloxacin,15,24,39,True
rupatadine,4,34,38,True
s-ethylisothiourea,7,21,28,True
sacubitril,18,33,51,True
safinamide,42,39,81,True
safrazine,40,14,54,True
sagopilone,16,0,16,True
salicylamide,18,26,44,True
salinomycin,1,0,1,True
salirasib,0,1,1,True
salmeterol,52,7,59,True
salsalate,11,49,60,True
salvinorin a,11,13,24,True
samidorphan,10,27,37,True
sapacitabine,2,0,2,True
saprisartan,35,5,40,True
saquinavir,22,35,57,True
"sar9, met (o2)11-substance p",1,0,1,True
saracatinib,10,6,16,True
sarafloxacin,9,37,46,True
saralasin,12,17,29,True
sarecycline,5,12,17,True
saredutant,16,16,32,True
sarpogrelate,36,7,43,True
sc-236,30,21,51,True
scopolamine,12,37,49,True
secobarbital,48,41,89,True
segesterone acetate,10,0,10,True
seladelpar,14,9,23,True
selamectin,16,0,16,True
selenious acid,16,9,25,True
selenium,36,7,43,True
seletracetam,34,1,35,True
selexipag,15,35,50,True
seliciclib,2,0,2,True
selinexor,1,1,2,True
selpercatinib,7,27,34,True
selumetinib,34,3,37,True
semaglutide,27,1,28,True
semaxanib,1,1,2,True
sennosides,10,2,12,True
seocalcitol,3,5,8,True
seproxetine,12,64,76,True
seratrodast,2,36,38,True
serdexmethylphenidate,9,23,32,True
serotonin,16,21,37,True
sertindole,36,16,52,True
sertraline,13,51,64,True
setiptiline,3,0,3,True
setrobuvir,2,0,2,True
sevelamer,3,16,19,True
sevoflurane,46,9,55,True
sibutramine,18,57,75,True
sildenafil,42,4,46,True
silibinin,8,6,14,True
silodosin,14,16,30,True
silver sulfadiazine,17,42,59,True
simeprevir,36,24,60,True
simfibrate,2,1,3,True
simvastatin,16,26,42,True
sinefungin,0,1,1,True
siponimod,29,16,45,True
sirolimus,15,25,40,True
sisomicin,7,27,34,True
sitafloxacin,20,31,51,True
sitagliptin,36,28,64,True
sitaxentan,21,22,43,True
sn-38,8,2,10,True
soblidotin,2,1,3,True
sodium aurothiomalate,4,28,32,True
sodium aurotiosulfate,2,0,2,True
sodium cation,36,6,42,True
sodium feredetate,0,4,4,True
sodium tetradecyl sulfate,26,9,35,True
sodium zirconium cyclosilicate,2,1,3,True
sofosbuvir,7,24,31,True
sofpironium,2,3,5,True
solabegron,19,7,26,True
solifenacin,53,5,58,True
solithromycin,9,3,12,True
solriamfetol,20,55,75,True
somatostatin,2,6,8,True
sonidegib,4,18,22,True
sotagliflozin,8,28,36,True
sotalol,2,49,51,True
sotorasib,15,19,34,True
sparfloxacin,33,6,39,True
sparfosic acid,0,4,4,True
sparsentan,6,29,35,True
sparsomycin,0,2,2,True
spectinomycin,2,1,3,True
spermidine,3,0,3,True
spermine,1,5,6,True
spiradoline,11,23,34,True
spiramycin,2,0,2,True
spirapril,32,11,43,True
spironolactone,35,26,61,True
squalamine,0,2,2,True
stanolone acetate,3,0,3,True
stanozolol,2,2,4,True
stavudine,0,11,11,True
stepronin,6,2,8,True
stiripentol,68,33,101,True
streptolydigin,2,0,2,True
streptomycin,9,26,35,True
streptozocin,15,0,15,True
strontium cation sr-89,14,21,35,True
strontium ranelate,3,0,3,True
styramate,17,16,33,True
succinylcholine,59,1,60,True
succinylsulfathiazole,2,2,4,True
sucralfate,9,37,46,True
sufentanil,38,14,52,True
sugammadex,1,4,5,True
sulbactam,23,7,30,True
sulbenicillin,4,3,7,True
sulconazole,1,0,1,True
sulfacetamide,1,1,2,True
sulfadicramide,0,3,3,True
sulfadimethoxine,0,4,4,True
sulfadoxine,3,5,8,True
