CID100000232,arginine,239,Amrinone,0.75,CHEBI:2686,3698.0,C1=CN=CC=C1C2=CNC(=O)C(=C2)N,232,3698.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000401,D-cycloserine,959,Dicyclomine,0.75,CHEBI:4514,3042.0,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,401,3042.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000699,Oestrogen,1179,Estrone,0.75,CHEBI:17263,5870.0,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,699,5870.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000727,lindane,1583,Indalpine,0.75,CHEBI:134939,44668.0,C1CNCCC1CCC2=CNC3=CC=CC=C32,727,44668.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000727,lindane,1720,Lidocaine,0.75,CHEBI:6456,3676.0,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,727,3676.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000727,lindane,1981,Molindone,0.75,CHEBI:6965,23897.0,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,727,23897.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000750,glycine,1461,Glymidine,0.75,CHEBI:146188,9565.0,COCCOC1=CN=C(N=C1)NS(=O)(=O)C2=CC=CC=C2,750,9565.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000785,quinol,2510,Quinestrol,0.75,CHEBI:8716,9046.0,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC5CCCC5,785,9046.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000853,thyroxine,941,Dextrothyroxine,0.75,CHEBI:30659,8730.0,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,853,8730.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100001003,phosphate,2330,Phosphocreatine,0.75,CHEBI:17287,9548602.0,CN(CC(=O)O)C(=NP(=O)(O)O)N,1003,9548602.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100001054,pyridoxine,2498,Pyridostigmine,0.75,CHEBI:8665,4991.0,C[N+]1=CC=CC(=C1)OC(=O)N(C)C,1054,4991.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100001972,amphotericin,541,Camptothecin,0.75,CHEBI:27656,24360.0,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,1972,24360.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002153,theophylline,76,8-chlorotheophylline,0.75,CHEBI:59771,10661.0,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl,2153,10661.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002958,anthracycline,1870,Metacycline,0.75,CHEBI:6805,54675785.0,CN(C)C1C2C(C3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O,2958,54675785.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002958,anthracycline,2649,Sarecycline,0.75,,54681908.0,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)CN(C)OC,2958,54681908.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002973,deferoxamine,1827,Medifoxamine,0.75,CHEBI:135061,36109.0,CN(C)CC(OC1=CC=CC=C1)OC2=CC=CC=C2,2973,36109.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003158,doxepin,1036,Dosulepin,0.75,CHEBI:36803,5284550.0,CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31,3158,5284550.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003249,vitamin,1505,Histamine,0.75,CHEBI:18295,774.0,C1=C(NC=N1)CCN,3249,774.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003249,vitamin,3099,Vincamine,0.75,CHEBI:9985,15376.0,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O,3249,15376.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003269,estriol,1500,Hexestrol,0.75,,192197.0,CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O,3269,192197.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003375,flumethasone,1488,Halometasone,0.75,CHEBI:135724,9846332.0,CC1CC2C3CC(C4=CC(=O)C(=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)Cl)F,3375,9846332.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003381,fluocinolone,1303,Fluclorolone,0.75,CHEBI:135986,76962649.0,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CC(C4=CC(=O)C=CC43C)F)Cl)Cl,3381,76962649.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003916,levomepromazine,2458,Promazine,0.75,CHEBI:8459,4926.0,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,3916,4926.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004030,mebendazole,1937,Metronidazole,0.75,CHEBI:6909,4173.0,CC1=NC=C(N1CCO)[N+](=O)[O-],4030,4173.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004036,meclofenamate,747,Clofenamide,0.75,CHEBI:31418,69594.0,C1=CC(=C(C=C1S(=O)(=O)N)S(=O)(=O)N)Cl,4036,69594.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004158,methylphenidate,1914,Methylphosphinate,0.75,,6369389.0,CP(=O)=O,4158,6369389.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004271,mycophenolate,1847,Mepenzolate,0.75,CHEBI:94411,4057.0,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,4271,4057.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004812,vitamin,1505,Histamine,0.75,CHEBI:18295,774.0,C1=C(NC=N1)CCN,4812,774.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004812,vitamin,3099,Vincamine,0.75,CHEBI:9985,15376.0,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O,4812,15376.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005029,rabeprazole,468,Brexpiprazole,0.75,CHEBI:134716,11978813.0,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,5029,11978813.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005408,testosterone,1276,Fesoterodine,0.75,CHEBI:135920,6918558.0,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,5408,6918558.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005409,testosterone,1276,Fesoterodine,0.75,CHEBI:135920,6918558.0,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,5409,6918558.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005410,testosterone,1276,Fesoterodine,0.75,CHEBI:135920,6918558.0,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,5410,6918558.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005651,Vancocine,780,Cocaine,0.75,CHEBI:27958,446220.0,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,5651,446220.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005939,biguanide,1478,Guanine,0.75,CHEBI:16235,135398634.0,C1=NC2=C(N1)C(=O)NC(=N2)N,5939,135398634.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100006018,tetrabenazine,2852,Terbinafine,0.75,CHEBI:9448,1549008.0,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,6018,1549008.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100011973,Brolene,457,Boldenone,0.75,CHEBI:34584,13308.0,CC12CCC3C(C1CCC2O)CCC4=CC(=O)C=CC34C,11973,13308.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100014917,fluoride,1734,Lisuride,0.75,CHEBI:51164,28864.0,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,14917,28864.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100028332,propoxyphene,2473,Propoxycaine,0.75,CHEBI:8496,6843.0,CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC,28332,6843.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100042615,Supremon,2780,Suprofen,0.75,CHEBI:9362,5359.0,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,42615,5359.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100060864,olopatadine,900,Desloratadine,0.75,CHEBI:291342,124087.0,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,60864,124087.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100091488,fluocinolone,1303,Fluclorolone,0.75,CHEBI:135986,76962649.0,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CC(C4=CC(=O)C=CC43C)F)Cl)Cl,91488,76962649.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100157921,methyl,1905,Methyldopa,0.75,CHEBI:61058,38853.0,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,157921,38853.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID106437075,Timentin,2952,Tolmetin,0.75,CHEBI:71941,5509.0,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,6437075,5509.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID116129672,Insulin,1228,Exisulind,0.75,CHEBI:64212,5472495.0,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O,16129672,5472495.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID116137271,insulin,1228,Exisulind,0.75,CHEBI:64212,5472495.0,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O,16137271,5472495.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID156842239,n-3,2630,SN-38,0.75,CHEBI:8988,104842.0,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)O,56842239,104842.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004786,phenylpropanolamine,1008,Diphenylpyraline,0.7429,CHEBI:59788,3103.0,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3,4786,3103.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004786,phenylpropanolamine,2315,Phenoxypropazine,0.7429,CHEBI:134799,71467.0,CC(COC1=CC=CC=C1)NN,4786,71467.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000338,salicylate,1458,Glycol salicylate,0.7407,CHEBI:86541,6880.0,C1=CC=C(C(=C1)C(=O)OCCO)O,338,6880.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000338,salicylate,1903,Methyl salicylate,0.7407,CHEBI:31832,4133.0,COC(=O)C1=CC=CC=C1O,338,4133.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000700,monoethanolamine,1889,Methenamine,0.7407,CHEBI:6824,4101.0,C1N2CN3CN1CN(C2)C3,700,4101.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000700,monoethanolamine,1896,Methoxamine,0.7407,CHEBI:6839,6082.0,CC(C(C1=C(C=CC(=C1)OC)OC)O)N,700,6082.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002732,chlorthalidone,670,Chlormadinone,0.7407,,5284533.0,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)CCC34C)Cl)C)O,2732,5284533.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002973,deferoxamine,920,Dexfenfluramine,0.7407,CHEBI:439329,66265.0,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,2973,66265.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003375,flumethasone,1327,Fluorometholone,0.7407,CHEBI:31625,9878.0,CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,3375,9878.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003916,levomepromazine,104,Acepromazine,0.7407,CHEBI:44932,6077.0,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,3916,6077.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID153627505,hydroxypropyl,1537,Hydroxytyrosol,0.7407,CHEBI:68889,82755.0,C1=CC(=C(C=C1CCO)O)O,53627505,82755.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000085,carnitine,588,Carmustine,0.7368,CHEBI:3423,2578.0,C(CCl)NC(=O)N(CCCl)N=O,85,2578.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000143,leucovorin,1716,Levovirin,0.7368,,460516.0,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,143,460516.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000222,ammonia,225,Ammonia N-13,0.7368,CHEBI:135980,119432.0,N,222,119432.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000961,hydroxyl,1538,Hydroxyurea,0.7368,CHEBI:44423,3657.0,C(=O)(N)NO,961,3657.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000961,hydroxyl,1539,Hydroxyzine,0.7368,CHEBI:5818,3658.0,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,961,3658.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100001054,pyridoxine,268,Aprindine,0.7368,CHEBI:135370,2218.0,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C3=CC=CC=C3,1054,2218.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100001071,retinol,56,4-Oxoretinol,0.7368,CHEBI:44597,5289090.0,CC1=C(C(CCC1=O)(C)C)C=CC(=CC=CC(=CCO)C)C,1071,5289090.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100001125,tetrahydrobiopterin,2875,Tetrahydropalmatine,0.7368,CHEBI:16563,72301.0,COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,1125,72301.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100001134,thymidine,909,Detomidine,0.7368,,56032.0,CC1=C(C(=CC=C1)CC2=CN=CN2)C,1134,56032.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002168,amorolfine,279,Arecoline,0.7368,CHEBI:2814,2230.0,CN1CCC=C(C1)C(=O)OC,2168,2230.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002284,baclofen,100,Aceclofenac,0.7368,CHEBI:31159,71771.0,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,2284,71771.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002767,cisplatin,705,Cilastatin,0.7368,CHEBI:3697,6435415.0,CC1(CC1C(=O)NC(=CCCCCSCC(C(=O)O)N)C(=O)O)C,2767,6435415.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003121,valproate,3069,Valpromide,0.7368,CHEBI:74562,71113.0,CCCC(CCC)C(=O)N,3121,71113.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003410,formoterol,1256,Fenoterol,0.7368,CHEBI:149226,3343.0,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,3410,3343.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003410,formoterol,2582,Rimiterol,0.7368,,46886609.0,C1CCNC(C1)C(C2=CC(=C(C=C2)O)O)O,3410,46886609.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003443,fusidic,1384,Fusidic acid,0.7368,CHEBI:29013,3000226.0,CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C,3443,3000226.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003702,indapamide,1583,Indalpine,0.7368,CHEBI:134939,44668.0,C1CNCCC1CCC2=CNC3=CC=CC=C32,3702,44668.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003739,iodipamide,758,Clopamide,0.7368,CHEBI:94521,12492.0,CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C,3739,12492.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003777,isopropyl,448,Bisoprolol,0.7368,CHEBI:3127,2405.0,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,3777,2405.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004594,omeprazole,1138,Epirizole,0.7368,CHEBI:31545,3242.0,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC,4594,3242.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004695,isosulfan,2978,Treosulfan,0.7368,CHEBI:82557,9882105.0,CS(=O)(=O)OCC(C(COS(=O)(=O)C)O)O,4695,9882105.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005064,ribavirin,1032,Doravirine,0.7368,,58460047.0,CN1C(=NNC1=O)CN2C=CC(=C(C2=O)OC3=CC(=CC(=C3)C#N)Cl)C(F)(F)F,5064,58460047.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005064,ribavirin,1220,Etravirine,0.7368,CHEBI:63589,193962.0,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,5064,193962.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005564,triclosan,3012,Trioxsalen,0.7368,CHEBI:28329,5585.0,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C,5564,5585.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005651,Vancocine,3076,Vanoxerine,0.7368,CHEBI:64089,3455.0,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,5651,3455.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005735,zopiclone,2634,Sagopilone,0.7368,CHEBI:177512,11284169.0,CC1CCCC2(C(O2)CC(OC(=O)CC(C(C(=O)C(C1O)CC=C)(C)C)O)C3=CC4=C(C=C3)SC(=N4)C)C,5735,11284169.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005939,biguanide,497,Bumetanide,0.7368,CHEBI:3213,2471.0,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,5939,2471.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100008230,argenine,259,Antrafenine,0.7368,CHEBI:135841,68723.0,C1CN(CCN1CCOC(=O)C2=CC=CC=C2NC3=C4C=CC(=CC4=NC=C3)C(F)(F)F)C5=CC=CC(=C5)C(F)(F)F,8230,68723.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100014917,fluoride,1300,Floxuridine,0.7368,CHEBI:60761,5790.0,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,14917,5790.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100014917,fluoride,1315,Flunisolide,0.7368,CHEBI:5106,82153.0,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C,14917,82153.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100023982,gadolinium,184,Aluminium,0.7368,CHEBI:33629,5359268.0,[Al],23982,5359268.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100044563,lodoxamide,758,Clopamide,0.7368,CHEBI:94521,12492.0,CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C,44563,12492.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100044563,lodoxamide,2185,Oxatomide,0.7368,CHEBI:31943,4615.0,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,44563,4615.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100044564,lodoxamide,758,Clopamide,0.7368,CHEBI:94521,12492.0,CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C,44564,12492.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100044564,lodoxamide,2185,Oxatomide,0.7368,CHEBI:31943,4615.0,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,44564,4615.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100047640,naftifine,1672,Lafutidine,0.7368,CHEBI:31759,5282136.0,C1CCN(CC1)CC2=CC(=NC=C2)OCC=CCNC(=O)CS(=O)CC3=CC=CO3,47640,5282136.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100047640,naftifine,2103,Nizatidine,0.7368,,4513.0,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,47640,4513.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100054373,Octreotide,126,Acteoside,0.7368,CHEBI:132853,5281800.0,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O,54373,5281800.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100062819,Metrodin,1878,Metergoline,0.7368,CHEBI:64216,28693.0,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,62819,28693.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100069512,malvidin,1798,Malacidin B,0.7368,CHEBI:140174,132282519.0,CCC(C)CCC=CC=CC(=O)NC(C(C)C(=O)O)C(=O)NC1C(NC(=O)C2CC(CN2C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)C)CCCCN)C(C(=O)O)O)CC(=O)O)C(C)C(=O)O)C(C)C)C)C,69512,132282519.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100158786,pegaptanib,2244,Pazopanib,0.7368,CHEBI:71219,10113978.0,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,158786,10113978.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100216258,Colimycin,572,Carbomycin,0.7368,,5287879.0,CC1CC(C(C(C(CC(=O)OC(CC2C(O2)C=CC1=O)C)OC(=O)C)OC)OC3C(C(C(C(O3)C)OC4CC(C(C(O4)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O,216258,5287879.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100216258,Colimycin,782,Colchicine,0.7368,CHEBI:27882,6167.0,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,216258,6167.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID105381226,rifampicin,2575,Rifaximin,0.7368,CHEBI:75246,6436173.0,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C,5381226,6436173.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID106102852,gadobutrol,145,Albuterol,0.7368,CHEBI:2549,2083.0,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,6102852,2083.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID106437075,Timentin,3006,Trimebutine,0.7368,CHEBI:94458,5573.0,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C,6437075,5573.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID116156130,exenatide,919,Dexetimide,0.7368,CHEBI:135531,30843.0,C1CN(CCC1C2(CCC(=O)NC2=O)C3=CC=CC=C3)CC4=CC=CC=C4,16156130,30843.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID116220172,ivacaftor,1771,Lumacaftor,0.7368,CHEBI:90951,16678941.0,CC1=C(N=C(C=C1)NC(=O)C2(CC2)C3=CC4=C(C=C3)OC(O4)(F)F)C5=CC(=CC=C5)C(=O)O,16220172,16678941.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID116220172,ivacaftor,2880,Tezacaftor,0.7368,CHEBI:234517,46199646.0,CC(C)(CO)C1=CC2=CC(=C(C=C2N1CC(CO)O)F)NC(=O)C3(CC3)C4=CC5=C(C=C4)OC(O5)(F)F,16220172,46199646.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID117754772,ruxolitinib,328,Axitinib,0.7368,CHEBI:66910,6450551.0,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4,17754772,6450551.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID156603655,pegaptanib,2244,Pazopanib,0.7368,CHEBI:71219,10113978.0,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,56603655,10113978.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002914,cyproterone,821,Cyproterone acetate,0.7333,CHEBI:50743,9880.0,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C,2914,9880.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003015,cyproterone,821,Cyproterone acetate,0.7333,CHEBI:50743,9880.0,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C,3015,9880.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003392,flurandrenolone,1336,Fluprednisolone,0.7333,CHEBI:34474,5876.0,CC12CC(C3C(C1CCC2(C(=O)CO)O)CC(C4=CC(=O)C=CC34C)F)O,3392,5876.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004036,meclofenamate,1825,Meclofenamic acid,0.7333,CHEBI:6710,4037.0,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,4036,4037.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
