Ligand ID,Ligand,Target,Target ID,Target Gene Symbol,Target UniProt ID,Target Ensembl Gene ID,Target Species,Approved,Type,Action,Primary Target,Affinity Median,Affinity Units,PubMed ID
2399,desipramine,SERT,928,Slc6a4,P31652,ENSRNOG00000003476,Rat,True,Inhibitor,Inhibition,False,7.699999809265137,pKi,20945906
7158,desvenlafaxine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,7.820000171661377,pKi,24900709
7549,dosulepin,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,8.069999694824219,pKi,9537821
1225,doxepin,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,7.170000076293945,pKi,9537821
202,duloxetine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,8.300000190734863,pKi,18387300
7177,escitalopram,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,8.680000305175781,pKd,27049939
7177,escitalopram,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,9.0,pIC50,19720528
203,fluoxetine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,8.5,pKi,9537821
7189,fluvoxamine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,8.65999984741211,pKd,9537821
7189,fluvoxamine,SERT,928,Slc6a4,P31652,ENSRNOG00000003476,Rat,True,Inhibitor,Inhibition,False,8.1899995803833,pKi,11311448
9880,H05,SERT,928,Slc6a4,P31652,ENSRNOG00000003476,Rat,False,Inhibitor,Inhibition,False,8.319999694824219,pKi,29615471
13148,ibogaine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,False,Inhibitor,Inhibition,False,6.300000190734863,pIC50,35707155
357,imipramine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,7.690000057220459,pKi,8496700
7435,levomilnacipran,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,6.489999771118164,pIC50,18468895
7551,lofepramine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,7.21999979019165,pKi,9537821
9099,lumateperone,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,False,7.210000038146973,pKi,25120104|24559051
7436,milnacipran,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,7.300000190734863,pIC50,23347683
7247,nefazodone,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,6.699999809265137,pKd,9871604
2404,nortriptyline,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,8.15999984741211,pKi,
7537,norzotepine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,False,Inhibitor,Inhibition,False,5.210000038146973,pIC50,20223878
4790,paroxetine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,9.600000381469728,pKi,9537821
4790,paroxetine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,10.100000381469728,pKd,27049939
7266,phenelzine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,False,5.0,pKi,9537821
7285,protriptyline,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,7.710000038146973,pKd,9537821
4798,sertraline,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,9.100000381469728,pKi,
2586,sibutramine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,False,5.960000038146973,pKi,
4621,[<sup>3</sup>H]citalopram,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,False,Inhibitor,Inhibition,False,8.300000190734863,pKd,
4561,[<sup>3</sup>H]paroxetine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,False,Inhibitor,Inhibition,False,9.699999809265137,pKd,
12766,toludesvenlafaxine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,False,6.139999866485596,pIC50,31617718
7317,trimipramine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,6.829999923706055,pKi,9537821
7321,venlafaxine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,7.570000171661377,pIC50,20378347
7427,vilazodone,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,,pIC50,19499624|15341484
7351,vortioxetine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,True,8.800000190734863,pKi,21486038
59,ziprasidone,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,False,7.28000020980835,pKi,
103,zotepine,SERT,928,SLC6A4,P31645,ENSG00000108576,Human,True,Inhibitor,Inhibition,False,5.139999866485596,pIC50,20223878
4757,phlorizin,SGLT6,925,SLC5A11,Q8WWX8,ENSG00000158865,Human,False,Inhibitor,Inhibition,False,4.099999904632568,pKi,12133831
4820,fenoprofen,SMCT1,922,SLC5A8,Q8N695,ENSG00000256870,Human,True,Inhibitor,Inhibition,False,4.570000171661377,pIC50,16729224
2713,ibuprofen,SMCT1,922,SLC5A8,Q8N695,ENSG00000256870,Human,True,Inhibitor,Inhibition,False,4.199999809265137,pIC50,16729224
4795,ketoprofen,SMCT1,922,SLC5A8,Q8N695,ENSG00000256870,Human,True,Inhibitor,Inhibition,False,3.920000076293945,pIC50,16729224
4757,phlorizin,SMIT,924,SLC5A3,P53794,ENSG00000198743,Human,False,Inhibitor,Inhibition,False,,-,12133831
1024,cyclosporin A,Sodium/bile acid and sulphated solute cotransporter 1,959,SLC10A1,Q14973,ENSG00000100652,Human,True,Inhibitor,Inhibition,False,5.119999885559082,pKi,23339484
1024,cyclosporin A,Sodium/bile acid and sulphated solute cotransporter 1,959,SLC10A1,Q14973,ENSG00000100652,Human,True,Inhibitor,Inhibition,False,6.0,pIC50,10565843
589,irbesartan,Sodium/bile acid and sulphated solute cotransporter 1,959,SLC10A1,Q14973,ENSG00000100652,Human,True,Inhibitor,Inhibition,False,4.920000076293945,pKi,23339484
7596,(+)-propranolol,Sodium/bile acid and sulphated solute cotransporter 1,959,SLC10A1,Q14973,ENSG00000100652,Human,False,Inhibitor,Inhibition,False,5.260000228881836,pIC50,10565843
63,(-)-propranolol,Sodium/bile acid and sulphated solute cotransporter 1,959,SLC10A1,Q14973,ENSG00000100652,Human,False,Inhibitor,Inhibition,False,8.210000038146973,pIC50,10565843
7104,ursodeoxycholic acid,Sodium/bile acid and sulphated solute cotransporter 1,959,SLC10A1,Q14973,ENSG00000100652,Human,True,Inhibitor,Inhibition,False,5.440000057220459,pIC50,10565843
12775,bulevirtide,Sodium/bile acid and sulphated solute cotransporter 1,959,SLC10A1,Q14973,ENSG00000100652,Human,True,,Binding,False,,-,
6529,264W94,Sodium/bile acid and sulphated solute cotransporter 2,960,SLC10A2,Q12908,ENSG00000125255,Human,False,Inhibitor,Inhibition,False,7.32,pIC50,14552767|23678871
9996,elobixibat,Sodium/bile acid and sulphated solute cotransporter 2,960,SLC10A2,Q12908,ENSG00000125255,Human,True,Inhibitor,Inhibition,False,8.920000076293945,pIC50,
14439,linerixibat,Sodium/bile acid and sulphated solute cotransporter 2,960,SLC10A2,Q12908,ENSG00000125255,Human,True,Inhibitor,Inhibition,True,7.380000114440918,pIC50,23678871
11708,maralixibat,Sodium/bile acid and sulphated solute cotransporter 2,960,SLC10A2,Q12908,ENSG00000125255,Human,True,Inhibitor,Inhibition,False,9.550000190734863,pIC50,16134951
11194,odevixibat,Sodium/bile acid and sulphated solute cotransporter 2,960,SLC10A2,Q12908,ENSG00000125255,Human,True,Inhibitor,Inhibition,False,9.800000190734863,pIC50,
6530,SC-435,Sodium/bile acid and sulphated solute cotransporter 2,960,SLC10A2,Q12908,ENSG00000125255,Human,False,Inhibitor,Inhibition,False,8.82,pIC50,12810816
4546,[<sup>3</sup>H]taurocholic acid,Sodium/bile acid and sulphated solute cotransporter 2,960,SLC10A2,Q12908,ENSG00000125255,Human,False,,,False,,-,9458785
11160,neurounina-1,Sodium/calcium exchanger 1,945,,,,Dog,False,Activator,Activation,False,8.850000381469727,pEC50,23066092
13934,SAR296968,Sodium/calcium exchanger 1,945,SLC8A1,P32418,ENSG00000183023,Human,False,Inhibitor,Inhibition,False,7.130000114440918,pIC50,33602875
11160,neurounina-1,Sodium/calcium exchanger 2,946,Slc8a2,P48768,ENSRNOG00000001492,Rat,False,Activator,Activation,False,8.770000457763672,pEC50,23066092
13934,SAR296968,Sodium/calcium exchanger 2,946,SLC8A2,Q9UPR5,ENSG00000118160,Human,False,Inhibitor,Inhibition,False,7.639999866485596,pIC50,33602875
13934,SAR296968,Sodium/calcium exchanger 3,947,SLC8A3,P57103,ENSG00000100678,Human,False,Inhibitor,Inhibition,False,6.889999866485596,pIC50,33602875
9484,YM-244769,Sodium/calcium exchanger 3,947,SLC8A3,P57103,ENSG00000100678,Human,False,Inhibitor,Inhibition,True,7.739999771118164,pIC50,16973719
4542,[<sup>14</sup>C]alanine,sodium-coupled neutral amino acid transporter 1,1169,SLC38A1,Q9H2H9,ENSG00000111371,Human,False,,,False,,-,
4543,[<sup>3</sup>H]alanine,sodium-coupled neutral amino acid transporter 1,1169,SLC38A1,Q9H2H9,ENSG00000111371,Human,False,,,False,,-,
4542,[<sup>14</sup>C]alanine,sodium-coupled neutral amino acid transporter 2,1170,SLC38A2,Q96QD8,ENSG00000134294,Human,False,,,False,,-,
4543,[<sup>3</sup>H]alanine,sodium-coupled neutral amino acid transporter 2,1170,SLC38A2,Q96QD8,ENSG00000134294,Human,False,,,False,,-,
4633,[<sup>14</sup>C]glutamine,Sodium-coupled neutral amino acid transporter 3,1172,SLC38A3,Q99624,ENSG00000188338,Human,False,,,False,,-,
4634,[<sup>3</sup>H]glutamine,Sodium-coupled neutral amino acid transporter 3,1172,SLC38A3,Q99624,ENSG00000188338,Human,False,,,False,,-,
4542,[<sup>14</sup>C]alanine,sodium-coupled neutral amino acid transporter 4,1171,SLC38A4,Q969I6,ENSG00000139209,Human,False,,,False,,-,
4635,[<sup>14</sup>C]glycine,sodium-coupled neutral amino acid transporter 4,1171,SLC38A4,Q969I6,ENSG00000139209,Human,False,,,False,,-,
4543,[<sup>3</sup>H]alanine,sodium-coupled neutral amino acid transporter 4,1171,SLC38A4,Q969I6,ENSG00000139209,Human,False,,,False,,-,
4084,[<sup>3</sup>H]glycine,sodium-coupled neutral amino acid transporter 4,1171,SLC38A4,Q969I6,ENSG00000139209,Human,False,,,False,,-,
4623,[<sup>14</sup>C]histidine,Sodium-coupled neutral amino acid transporter 5,1173,SLC38A5,Q8WUX1,ENSG00000017483,Human,False,,,False,,-,
4670,[<sup>3</sup>H]histidine,Sodium-coupled neutral amino acid transporter 5,1173,SLC38A5,Q8WUX1,ENSG00000017483,Human,False,,,False,,-,
4285,phloretin,Sodium-dependent vitamin C transporter 1,1041,SLC23A1,Q9UHI7,ENSG00000170482,Human,False,Inhibitor,Inhibition,False,4.190000057220459,pKi,10331392
4532,[<sup>14</sup>C]ascorbic acid,Sodium-dependent vitamin C transporter 1,1041,SLC23A1,Q9UHI7,ENSG00000170482,Human,False,,Binding,False,,-,11895172
4532,[<sup>14</sup>C]ascorbic acid,Sodium-dependent vitamin C transporter 2,1042,SLC23A2,Q9UGH3,ENSG00000089057,Human,False,,,False,,-,
12335,bexagliflozin,Sodium/glucose cotransporter 1,915,SLC5A1,P13866,ENSG00000100170,Human,True,Inhibitor,Inhibition,False,5.25,pIC50,21737266
4582,canagliflozin,Sodium/glucose cotransporter 1,915,SLC5A1,P13866,ENSG00000100170,Human,True,Inhibitor,Inhibition,False,6.199999809265137,pIC50,22355316
4594,dapagliflozin,Sodium/glucose cotransporter 1,915,SLC5A1,P13866,ENSG00000100170,Human,True,Inhibitor,Inhibition,False,6.400000095367432,pIC50,21398124
4754,empagliflozin,Sodium/glucose cotransporter 1,915,SLC5A1,P13866,ENSG00000100170,Human,True,Inhibitor,Inhibition,False,5.099999904632568,pIC50,21985634
11905,enavogliflozin,Sodium/glucose cotransporter 1,915,SLC5A1,P13866,ENSG00000100170,Human,True,Inhibitor,Inhibition,False,6.260000228881836,pIC50,32183468
8376,ertugliflozin,Sodium/glucose cotransporter 1,915,SLC5A1,P13866,ENSG00000100170,Human,True,Inhibitor,Inhibition,False,5.710000038146973,pIC50,21449606
9394,ipragliflozin,Sodium/glucose cotransporter 1,915,Slc5a1,Q8C3K6,ENSMUSG00000011034,Mouse,True,Inhibitor,Inhibition,False,5.860000133514404,pIC50,22139434
9394,ipragliflozin,Sodium/glucose cotransporter 1,915,Slc5a1,P53790,ENSRNOG00000017775,Rat,True,Inhibitor,Inhibition,False,5.929999828338623,pIC50,22139434
9394,ipragliflozin,Sodium/glucose cotransporter 1,915,SLC5A1,P13866,ENSG00000100170,Human,True,Inhibitor,Inhibition,False,5.730000019073486,pIC50,22139434
10654,licogliflozin,Sodium/glucose cotransporter 1,915,SLC5A1,P13866,ENSG00000100170,Human,False,Inhibitor,Inhibition,False,7.659999847412109,pIC50,
9547,mizagliflozin,Sodium/glucose cotransporter 1,915,SLC5A1,P13866,ENSG00000100170,Human,False,Inhibitor,Inhibition,False,7.570000171661377,pKi,28410751
4588,remogliflozin,Sodium/glucose cotransporter 1,915,SLC5A1,P13866,ENSG00000100170,Human,False,Inhibitor,Inhibition,False,5.300000190734863,pKi,18583547
4587,sergliflozin,Sodium/glucose cotransporter 1,915,SLC5A1,P13866,ENSG00000100170,Human,False,Inhibitor,Inhibition,False,5.099999904632568,pKi,17050778
8312,sotagliflozin,Sodium/glucose cotransporter 1,915,SLC5A1,P13866,ENSG00000100170,Human,True,Inhibitor,Inhibition,True,7.440000057220459,pIC50,22739142
9395,tofogliflozin,Sodium/glucose cotransporter 1,915,SLC5A1,P13866,ENSG00000100170,Human,True,Inhibitor,Inhibition,False,5.070000171661377,pIC50,22889351
12335,bexagliflozin,Sodium/glucose cotransporter 2,916,SLC5A2,P31639,ENSG00000140675,Human,True,Inhibitor,Inhibition,True,8.640000343322754,pIC50,21737266
4582,canagliflozin,Sodium/glucose cotransporter 2,916,SLC5A2,P31639,ENSG00000140675,Human,True,Inhibitor,Inhibition,True,8.399999618530273,pIC50,22355316
4594,dapagliflozin,Sodium/glucose cotransporter 2,916,SLC5A2,P31639,ENSG00000140675,Human,True,Inhibitor,Inhibition,True,9.300000190734863,pIC50,20637636
4754,empagliflozin,Sodium/glucose cotransporter 2,916,SLC5A2,P31639,ENSG00000140675,Human,True,Inhibitor,Inhibition,True,8.5,pIC50,21985634
11905,enavogliflozin,Sodium/glucose cotransporter 2,916,SLC5A2,P31639,ENSG00000140675,Human,True,Inhibitor,Inhibition,False,9.100000381469728,pIC50,32183468
8376,ertugliflozin,Sodium/glucose cotransporter 2,916,SLC5A2,P31639,ENSG00000140675,Human,True,Inhibitor,Inhibition,True,9.0600004196167,pIC50,21449606
9394,ipragliflozin,Sodium/glucose cotransporter 2,916,Slc5a2,Q923I7,ENSMUSG00000030781,Mouse,True,Inhibitor,Inhibition,False,8.25,pIC50,22139434
9394,ipragliflozin,Sodium/glucose cotransporter 2,916,Slc5a2,P53792,ENSRNOG00000020039,Rat,True,Inhibitor,Inhibition,False,8.199999809265137,pIC50,22139434
9394,ipragliflozin,Sodium/glucose cotransporter 2,916,SLC5A2,P31639,ENSG00000140675,Human,True,Inhibitor,Inhibition,True,8.130000114440918,pIC50,22139434
13950,janagliflozin,Sodium/glucose cotransporter 2,916,SLC5A2,P31639,ENSG00000140675,Human,True,Inhibitor,Inhibition,False,8.600000381469727,pIC50,
10654,licogliflozin,Sodium/glucose cotransporter 2,916,SLC5A2,P31639,ENSG00000140675,Human,False,Inhibitor,Inhibition,False,9.300000190734863,pIC50,
4588,remogliflozin,Sodium/glucose cotransporter 2,916,SLC5A2,P31639,ENSG00000140675,Human,False,Inhibitor,Inhibition,True,7.900000095367432,pKi,18583547
4587,sergliflozin,Sodium/glucose cotransporter 2,916,SLC5A2,P31639,ENSG00000140675,Human,False,Inhibitor,Inhibition,True,6.800000190734863,pKi,17050778
8312,sotagliflozin,Sodium/glucose cotransporter 2,916,SLC5A2,P31639,ENSG00000140675,Human,True,Inhibitor,Inhibition,True,8.739999771118164,pIC50,22739142
9395,tofogliflozin,Sodium/glucose cotransporter 2,916,SLC5A2,P31639,ENSG00000140675,Human,True,Inhibitor,Inhibition,True,8.539999961853027,pIC50,22889351
2421,amiloride,Sodium/hydrogen exchanger 1,948,Slc9a1,P26431,ENSRNOG00000007982,Rat,True,Inhibitor,Inhibition,False,,pKi,12832126
2421,amiloride,Sodium/hydrogen exchanger 2,949,,,,Rabbit,True,Inhibitor,Inhibition,False,,pKi,12832126
2421,amiloride,Sodium/hydrogen exchanger 3,950,Slc9a3,P26433,ENSRNOG00000015159,Rat,True,Inhibitor,Inhibition,False,4.0,pKi,12832126
14075,repunapanor,Sodium/hydrogen exchanger 3,950,SLC9A3,P48764,ENSG00000066230,Human,False,Inhibitor,Inhibition,False,8.619999885559082,pIC50,
8449,tenapanor,Sodium/hydrogen exchanger 3,950,Slc9a3,P26433,ENSRNOG00000015159,Rat,True,Inhibitor,Inhibition,False,7.0,pIC50,
2421,amiloride,Sodium/hydrogen exchanger 5,952,SLC9A5,Q14940,ENSG00000135740,Human,True,Inhibitor,Inhibition,False,4.679999828338623,pKi,12832126
8485,compound 48 [PMID: 25815140],Sodium/nucleoside cotransporter 2,1115,SLC28A2,O43868,ENSG00000137860,Human,False,Inhibitor,Inhibition,False,6.190000057220459,pIC50,25815140
8405,lifastuzumab vedotin,Sodium phosphate 2,1136,SLC34A2,O95436,ENSG00000157765,Human,False,Antibody,Binding,True,,-,
12115,compound 15 [PMID: 35034442],Sodium phosphate 2,1136,SLC34A2,O95436,ENSG00000157765,Human,False,Inhibitor,Inhibition,False,7.190000057220459,pIC50,35034442
11611,CGP-37157,Sodium/potassium/calcium exchanger 6,1050,SLC8B1,Q6J4K2,ENSG00000089060,Human,False,Inhibitor,Inhibition,False,5.800000190734863,pIC50,26774037
6794,acetyldigitoxin,sodium/potassium-transporting ATPase subunit &alpha;-1,833,ATP1A1,P05023,ENSG00000163399,Human,True,Inhibitor,Inhibition,True,,-,
6806,deslanoside,sodium/potassium-transporting ATPase subunit &alpha;-1,833,ATP1A1,P05023,ENSG00000163399,Human,True,Inhibitor,Inhibition,True,,-,
6782,digitoxin,sodium/potassium-transporting ATPase subunit &alpha;-1,833,,,,Dog,True,Inhibitor,Inhibition,False,8.100000381469727,pIC50,8421289
6782,digitoxin,sodium/potassium-transporting ATPase subunit &alpha;-1,833,ATP1A1,P05023,ENSG00000163399,Human,True,Inhibitor,Inhibition,True,,-,
4726,digoxin,sodium/potassium-transporting ATPase subunit &alpha;-1,833,,,,Dog,True,Inhibitor,Inhibition,False,6.400000095367432,pIC50,12904068
4726,digoxin,sodium/potassium-transporting ATPase subunit &alpha;-1,833,ATP1A1,P05023,ENSG00000163399,Human,True,Inhibitor,Inhibition,True,,-,
8837,compound 16 [PMID: 19097778],Solute carrier family 28 member 3,1116,SLC28A3,Q9HAS3,ENSG00000197506,Human,False,Inhibitor,Inhibition,False,5.539999961853027,pKi,19097778
4285,phloretin,solute carrier family 60 member 2,3044,Mfsd4b4,,ENSRNOG00000024543,Rat,False,Inhibitor,Inhibition,False,,-,12590146
4757,phlorizin,solute carrier family 60 member 2,3044,Mfsd4b4,,ENSRNOG00000024543,Rat,False,Inhibitor,Inhibition,False,,-,12590146
4539,urea,solute carrier family 60 member 2,3044,Mfsd4b4,,ENSRNOG00000024543,Rat,False,Inhibitor,Inhibition,False,,-,26423860
12696,SLB1122168,"SPNS lysolipid transporter 2, sphingosine-1-phosphate",3048,SPNS2,Q8IVW8,ENSG00000183018,Human,False,Inhibitor,Inhibition,False,7.03000020980835,pIC50,37010497
12695,SLF1081851,"SPNS lysolipid transporter 2, sphingosine-1-phosphate",3048,SPNS2,Q8IVW8,ENSG00000183018,Human,False,Inhibitor,Inhibition,False,5.710000038146973,pIC50,35609189
13436,SLF80821178,"SPNS lysolipid transporter 2, sphingosine-1-phosphate",3048,SPNS2,Q8IVW8,ENSG00000183018,Human,False,Inhibitor,Inhibition,False,7.289999961853027,pIC50,
9041,brivaracetam,synaptic vesicle glycoprotein 2A,2634,Sv2a,Q02563,ENSRNOG00000021182,Rat,True,Inhibitor,Inhibition,True,7.0,pIC50,14736235
6826,levetiracetam,synaptic vesicle glycoprotein 2A,2634,Sv2a,Q02563,ENSRNOG00000021182,Rat,True,Inhibitor,Inhibition,True,5.800000190734863,pKi,8605950
6826,levetiracetam,synaptic vesicle glycoprotein 2A,2634,Sv2a,Q02563,ENSRNOG00000021182,Rat,True,Inhibitor,Inhibition,True,6.099999904632568,pIC50,14736235
4628,[<sup>3</sup>H]thiamine,Thiamine transporter 1,1015,SLC19A2,O60779,ENSG00000117479,Human,False,,,False,,-,10542220
4628,[<sup>3</sup>H]thiamine,Thiamine transporter 2,1016,SLC19A3,Q9BZV2,ENSG00000135917,Human,False,,,False,,-,11731220
11389,dotinurad,Urate anion exchanger 1,1031,SLC22A12,Q96S37,ENSG00000197891,Human,True,Inhibitor,Inhibition,True,6.400000095367432,pIC50,31371478
7673,lesinurad,Urate anion exchanger 1,1031,SLC22A12,Q96S37,ENSG00000197891,Human,True,Inhibitor,Inhibition,False,,-,20719377
5826,sufinpyrazone,Urate anion exchanger 1,1031,SLC22A12,Q96S37,ENSG00000197891,Human,True,Inhibitor,Inhibition,True,4.0,pIC50,17325024
9327,verinurad,Urate anion exchanger 1,1031,SLC22A12,Q96S37,ENSG00000197891,Human,False,Inhibitor,Inhibition,False,,-,
4768,aminobenzovesamicol,Vesicular acetylcholine transporter,1013,SLC18A3,Q16572,ENSG00000187714,Human,False,Inhibitor,Inhibition,False,10.9,pKi,7702637
4759,vesamicol,Vesicular acetylcholine transporter,1013,SLC18A3,Q16572,ENSG00000187714,Human,False,Inhibitor,Inhibition,False,8.7,pKi,7702637
4762,[<sup>123</sup>I]iodobenzovesamicol,Vesicular acetylcholine transporter,1013,SLC18A3,Q16572,ENSG00000187714,Human,False,,,False,,-,
4758,[<sup>3</sup>H]vesamicol,Vesicular acetylcholine transporter,1013,SLC18A3,Q16572,ENSG00000187714,Human,False,,,False,8.4,pKd,8910293
4821,vigabatrin,Vesicular inhibitory amino acid transporter,1133,SLC32A1,Q9H598,ENSG00000101438,Human,True,Inhibitor,Inhibition,False,2.1,pIC50,9349821
88,ketanserin,Vesicular monoamine transporter 1,1011,SLC18A1,P54219,ENSG00000036565,Human,True,Inhibitor,Inhibition,False,5.8,pKi,8643547
4823,reserpine,Vesicular monoamine transporter 1,1011,SLC18A1,P54219,ENSG00000036565,Human,True,Inhibitor,Inhibition,False,7.45,pKi,8643547
4834,tetrabenazine,Vesicular monoamine transporter 1,1011,SLC18A1,P54219,ENSG00000036565,Human,True,Inhibitor,Inhibition,False,4.7,pKi,8643547
8707,deutetrabenazine,Vesicular monoamine transporter 2,1012,SLC18A2,Q05940,ENSG00000165646,Human,True,Inhibitor,Inhibition,True,,-,
88,ketanserin,Vesicular monoamine transporter 2,1012,SLC18A2,Q05940,ENSG00000165646,Human,True,Inhibitor,Inhibition,False,6.300000190734863,pKi,8643547
4823,reserpine,Vesicular monoamine transporter 2,1012,SLC18A2,Q05940,ENSG00000165646,Human,True,Inhibitor,Inhibition,True,7.900000095367432,pKi,8643547
4608,[<sup>11</sup>C]DTBZ,Vesicular monoamine transporter 2,1012,SLC18A2,Q05940,ENSG00000165646,Human,False,Inhibitor,Inhibition,False,,-,
4763,[<sup>125</sup>I]7-azido-8-iodoketanserine,Vesicular monoamine transporter 2,1012,SLC18A2,Q05940,ENSG00000165646,Human,False,Inhibitor,Inhibition,False,,-,9325342
4764,[<sup>125</sup>I]iodovinyl-TBZ,Vesicular monoamine transporter 2,1012,SLC18A2,Q05940,ENSG00000165646,Human,False,Inhibitor,Inhibition,False,8.1,pKd,7855735
4766,[<sup>3</sup>H]TBZOH,Vesicular monoamine transporter 2,1012,SLC18A2,Q05940,ENSG00000165646,Human,False,Inhibitor,Inhibition,False,8.2,pKd,8910293
4834,tetrabenazine,Vesicular monoamine transporter 2,1012,SLC18A2,Q05940,ENSG00000165646,Human,True,Inhibitor,Inhibition,True,7.0,pKi,8643547
8694,valbenazine,Vesicular monoamine transporter 2,1012,Slc18a2,Q01827,ENSRNOG00000008890,Rat,True,Inhibitor,Inhibition,True,6.730000019073486,pKi,
9605,clodronic acid,Vesicular nucleotide transporter,1010,SLC17A9,Q9BYT1,ENSG00000101194,Human,True,Inhibitor,Inhibition,False,7.809999942779541,pIC50,28720702
8882,enoxacin,V-type ATPase V<sub>1</sub> motor B2 subunit,812,ATP6V1B2,P21281,ENSG00000147416,Human,True,Inhibitor,Inhibition,False,5.0,pIC50,19630402
